,0
0,18th
1,20th
2,5th
3,7th
4,aa
5,aaa
6,aaron
7,ab
8,abandon
9,abc
10,ability
11,able
12,aboard
13,abort
14,abroad
15,absence
16,absolute
17,absolutely
18,abstract
19,absurd
20,abu
21,abuse
22,ac
23,academic
24,academy
25,acceleration
26,accelerator
27,accept
28,acceptable
29,accepted
30,access
31,accessbus
32,accessible
33,accessory
34,accident
35,accommodation
36,accomplish
37,account
38,accuracy
39,accurate
40,accusation
41,achieve
42,achievement
43,acknowledge
44,acm
45,acronym
46,act
47,action
48,active
49,actively
50,activist
51,activity
52,actual
53,actually
54,ad
55,adam
56,adaptive
57,addition
58,additional
59,additionally
60,address
61,adequate
62,adjacent
63,adjust
64,adjustment
65,adl
66,administration
67,administrative
68,administrator
69,admit
70,adobe
71,advance
72,advanced
73,advancement
74,advantage
75,adventure
76,advertisement
77,advertising
78,advice
79,advisory
80,advocate
81,aeronautics
82,aerospace
83,affair
84,affect
85,affected
86,afford
87,afghanistan
88,afraid
89,africa
90,african
91,afternoon
92,afterwards
93,agdam
94,age
95,agency
96,agenda
97,agent
98,aggression
99,ago
100,agree
101,agreement
102,agriculture
103,ah
104,aharonian
105,ahead
106,ahmet
107,ai
108,aiaa
109,aid
110,aim
111,aips
112,air
113,aircraft
114,airplane
115,airport
116,aiu
117,aix
118,aka
119,akin
120,al
121,ala
122,alabama
123,alan
124,alchemy
125,alcohol
126,alert
127,alexander
128,algorithm
129,ali
130,alias
131,alien
132,alike
133,alive
134,allegation
135,allegedly
136,allen
137,alliance
138,allied
139,allows
140,ally
141,almost
142,alomar
143,alone
144,alot
145,alpha
146,already
147,also
148,alternative
149,altitude
150,altogether
151,aluminum
152,always
153,ama
154,amateur
155,ambassador
156,ambulance
157,amendment
158,america
159,american
160,ames
161,amesarcnasagov
162,amiga
163,amigaphysikunizhch
164,amigas
165,amongst
166,amount
167,ana
168,analog
169,analogy
170,analysis
171,analyst
172,analyze
173,anania
174,anatolia
175,ancestor
176,ancient
177,anderson
178,andi
179,andor
180,andreas
181,andres
182,andrew
183,andy
184,angel
185,anger
186,angle
187,angry
188,animal
189,animation
190,ankara
191,annihilation
192,anniversary
193,announce
194,announcement
195,announcer
196,annual
197,anonymous
198,anonymous_ftp
199,ansi
200,answer
201,antenna
202,anti
203,antiarmenian
204,antidefamation
205,antiisrael
206,antimatter
207,antisemite
208,antisemitic
209,antisemitism
210,anybody
211,anyhow
212,anymore
213,anyone
214,anything
215,anyway
216,anywhere
217,ap
218,apart
219,apartment
220,apollo
221,apology
222,apparent
223,apparently
224,appeal
225,appearance
226,apple
227,application
228,applies
229,appreciate
230,appressian
231,approach
232,appropriate
233,approximately
234,apr
235,april
236,ar
237,arab
238,arabamericans
239,arabia
240,arabic
241,arafat
242,ararat
243,arbitrary
244,arc
245,arch
246,archie
247,architect
248,architecture
249,archive
250,archivename
251,archiveserver
252,area
253,arena
254,arens
255,arf
256,argue
257,argument
258,ariane
259,arianespace
260,aristide
261,arithmetic
262,arizona
263,arm
