,Row,Column,Value
122,icahn,trans,0.5134489800297828
166,trans,twa,0.5251125934861678
115,dot,usair,0.5530271096472458
167,trans,usair,0.5707019898766703
161,psa,trans,0.5769681641669167
47,aviation,trans,0.5774117781907919
92,dismiss,usair,0.5823230614726616
76,counsel,trans,0.58781559201874
121,icahn,psa,0.5908900948253326
123,icahn,transportation,0.5912260428465669
145,norfolk,psa,0.5921035499716764
155,pie,usair,0.5941874006952427
88,dismiss,psa,0.5942013209196096
134,interfere,usair,0.595428057580929
138,moody,psa,0.5955527875367097
164,psa,usair,0.5984225019713358
79,counsel,usair,0.5985024181716107
65,carl,usair,0.5995493833262261
104,dismissal,usair,0.5998158726556755
61,carl,psa,0.6005288662747092
146,norfolk,trans,0.6051563918006116
100,dismissal,psa,0.6059806458205509
165,trans,transportation,0.6088023201038787
39,aviation,dot,0.6088700243132692
168,transportation,twa,0.6153846583056223
170,twa,usair,0.6168120735210384
111,dot,psa,0.6222591946645256
169,transportation,usair,0.6231455278719857
156,piedmont,psa,0.6249293441970755
68,counsel,dot,0.6263634292915269
142,moody,usair,0.6267168131355979
64,carl,twa,0.6284254798952125
103,dismissal,twa,0.6337611560240561
91,dismiss,twa,0.6346839656700782
130,interfere,psa,0.6359245629214281
114,dot,twa,0.6361944254832689
101,dismissal,trans,0.6391289251690034
105,dot,icahn,0.6400544565337876
40,aviation,icahn,0.6421192966902926
35,aviation,carl,0.6428777585396617
113,dot,transportation,0.642952233512848
75,counsel,psa,0.6446895356726365
159,piedmont,twa,0.646333727748994
69,counsel,icahn,0.6484757962277304
125,icahn,usair,0.6487157837938223
7,airline,icahn,0.6491503445957328
78,counsel,twa,0.649531363606238
162,psa,transportation,0.6509694478283078
37,aviation,dismiss,0.653344701461628
141,moody,twa,0.6566817991491584
160,piedmont,usair,0.656761553169181
108,dot,norfolk,0.6588703726193267
14,airline,trans,0.6589586077827473
6,airline,dot,0.6600402849970616
149,norfolk,usair,0.6621100703020606
55,carl,icahn,0.6622658302277908
112,dot,trans,0.6627104948747741
34,application,usair,0.6631564545784998
120,icahn,piedmont,0.6640871335026284
41,aviation,interfere,0.6653892970110041
133,interfere,twa,0.6667819690291317
163,psa,twa,0.6669104690023017
16,airline,twa,0.6690090394633402
