,Row,Column,Value
899,carbide,raise,0.3401802737155517
1411,commerzbank,marginal,0.3657438534443825
886,carbide,marginal,0.3661596277403977
208,appliance,francaise,0.3683927855483801
522,bearing,carbide,0.37553027099940783
870,carbide,ga,0.37727314502933135
883,carbide,listing,0.38612767214882526
902,carbide,recover,0.3896603141182391
854,carbide,concentrate,0.396485876687577
906,carbide,secondary,0.3975838830434001
861,carbide,egg,0.3978993944531795
857,carbide,convenience,0.40038498774350745
891,carbide,page,0.4008163859983693
868,carbide,francaise,0.40112277856349365
922,carbide,withheld,0.4019556666582789
884,carbide,location,0.40239175008732886
2409,footwear,francaise,0.4032954497705741
912,carbide,specialty,0.40449664068723823
909,carbide,ski,0.40639869458209904
901,carbide,recommends,0.40770788264925256
920,carbide,unnamed,0.41102632081239776
913,carbide,subscribe,0.4118807136511528
874,carbide,grocery,0.41390363706258304
859,carbide,dean,0.4141585727682208
923,carbide,yearly,0.41430685652509475
858,carbide,conventional,0.4144013548363809
9,albert,carbide,0.4154801006602992
97,annual,carbide,0.41573804794391134
529,bearing,commerzbank,0.4175839949456657
877,carbide,heat,0.41782481661726867
905,carbide,retailer,0.4196738709989765
1393,commerzbank,francaise,0.4203274723054761
919,carbide,unit,0.42058328927127947
890,carbide,nationwide,0.4208100116216948
914,carbide,substantially,0.4223177643223487
873,carbide,grand,0.42397297791419314
893,carbide,preliminary,0.42686837161325314
895,carbide,profitable,0.4296248994447471
765,capital,carbide,0.4312291564620636
915,carbide,tangible,0.4318970451270724
917,carbide,traffic,0.43263578816864345
872,carbide,generate,0.432704024305155
904,carbide,residential,0.4346101592365501
1395,commerzbank,ga,0.4358270507562353
888,carbide,melbourne,0.4365965113482091
879,carbide,imperial,0.4369920190166425
856,carbide,construction,0.43700707776350084
1424,commerzbank,raise,0.4379368936817843
226,appliance,marginal,0.4379691100577592
894,carbide,primarily,0.4399657587748533
908,carbide,signal,0.4400930981699659
853,carbide,compound,0.44053028007776174
885,carbide,maintenance,0.4407014549946326
911,carbide,spanish,0.44144693409404256
910,carbide,space,0.4416180536795109
1417,commerzbank,pcr,0.4429586624462555
2427,footwear,marginal,0.4432755033883495
646,buyback,marginal,0.4442173642787835
889,carbide,montreal,0.4444475831231264
865,carbide,facility,0.445246602726832
918,carbide,truck,0.4460194640017012
878,carbide,holiday,0.44624083002700865
881,carbide,lee,0.4470332584077157
1041,cash_flow,marginal,0.44937622548368994
907,carbide,shop,0.4508051188283087
2494,francaise,railway,0.4508585884602296
1379,commerzbank,concentrate,0.45114621178254866
880,carbide,inland,0.4520319867793857
1406,commerzbank,lee,0.4554456540109878
685,cap,carbide,0.4560791073452018
845,carbide,carolina,0.4567970785538385
898,carbide,railway,0.4592467806817575
16,albert,commerzbank,0.4611887769095034
1409,commerzbank,location,0.46145625143894675
1382,commerzbank,convenience,0.46149302967102523
1423,commerzbank,railway,0.46243116826728403
355,assumption,carbide,0.4655034479833514
849,carbide,columbia,0.4656750507886249
270,assembly,carbide,0.46580461405753054
850,carbide,combustion,0.46589007380679703
1383,commerzbank,conventional,0.46616529455381195
1431,commerzbank,secondary,0.4666701294132659
210,appliance,ga,0.4667713844577749
3680,railway,raise,0.46715043454795047
846,carbide,cash_flow,0.4671954465692374
239,appliance,raise,0.4673143683900774
576,bearing,railway,0.467906505098946
867,carbide,footwear,0.46830599847190835
1402,commerzbank,heat,0.4686038075989528
1447,commerzbank,withheld,0.46885192995921876
903,carbide,reduces,0.4698030868497346
866,carbide,food,0.470285707760434
1427,commerzbank,recover,0.47217473475568805
869,carbide,furnace,0.47232688019735575
900,carbide,raymond,0.47368265564778783
1,albert,appliance,0.47379256586041485
1437,commerzbank,specialty,0.47393319222535796
1426,commerzbank,recommends,0.47398634999579065
1439,commerzbank,substantially,0.4742150894444559
3683,railway,recover,0.4750286763399785
864,carbide,escrow,0.4755829555565596
63,albert,railway,0.47593865834895266
1381,commerzbank,construction,0.4763429578906658
921,carbide,utility,0.4764851543960362
848,carbide,colo,0.4770961536576628
1428,commerzbank,reduces,0.47734113016582547
628,buyback,francaise,0.47738275239685496
194,appliance,concentrate,0.47740640960081837
851,carbide,commerzbank,0.47950523984503624
863,carbide,equipment,0.47960499979503274
1408,commerzbank,listing,0.4797575629397273
887,carbide,material,0.4801481395260193
1633,concentrate,railway,0.4804676642835486
1384,commerzbank,dean,0.4811486391970143
104,annual,commerzbank,0.4823388376405495
852,carbide,component,0.48236419840029654
860,carbide,detroit,0.4823653064795193
1445,commerzbank,unnamed,0.48300484800368054
3702,railway,utility,0.4831812384587936
3313,marginal,railway,0.48342639413790384
2440,footwear,raise,0.48342734564536904
2507,francaise,spanish,0.484558716208769
1023,cash_flow,francaise,0.48458074384786026
229,appliance,montreal,0.48516691229530895
1425,commerzbank,raymond,0.48525329714132964
1397,commerzbank,generate,0.48552745808974196
180,appliance,bearing,0.48553019980859585
1386,commerzbank,egg,0.4856059069335679
1446,commerzbank,utility,0.486849555618124
1436,commerzbank,spanish,0.488565097014215
1420,commerzbank,profitable,0.48895800278648693
2179,equipment,francaise,0.4890747791338486
3304,marginal,montreal,0.4892357947644665
32,albert,footwear,0.48961640413560453
2704,generate,railway,0.48966784020769
1416,commerzbank,page,0.489795153221029
916,carbide,thomson,0.49044787990612004
242,appliance,recover,0.4916623729578269
882,carbide,liquid,0.4916996455450859
1440,commerzbank,tangible,0.49253830869196785
1304,combustion,commerzbank,0.49264730808592405
198,appliance,conventional,0.493443220393606
855,carbide,consolidated,0.4937586781069913
658,buyback,railway,0.49400598477259366
1378,commerzbank,compound,0.49414654981546347
1627,concentrate,pcr,0.49539271441910815
2502,francaise,secondary,0.4963854039817875
2256,escrow,marginal,0.49657868365081714
1418,commerzbank,preliminary,0.4972233007431724
2433,footwear,pcr,0.49757676048378197
1444,commerzbank,unit,0.4976438729046433
256,appliance,thomson,0.49780176176293245
2601,ga,railway,0.49796658310648123
254,appliance,substantially,0.4982575749867057
862,carbide,engineering,0.49957431047302625
362,assumption,commerzbank,0.49964017081889
184,appliance,carbide,0.5001852478470393
217,appliance,heat,0.5007529943719171
1434,commerzbank,ski,0.500863170014378
3527,pcr,spanish,0.5010898813387318
1399,commerzbank,grocery,0.5015667883362269
3337,marginal,withheld,0.501682479885563
604,buyback,carbide,0.5018125569606426
1053,cash_flow,railway,0.5022213645946941
3515,pcr,raise,0.5023962934538355
3326,marginal,spanish,0.5028786862494324
3226,location,marginal,0.5056537316421265
3412,montreal,pcr,0.5061549060900181
1738,construction,francaise,0.5064381853798658
189,appliance,columbia,0.5077303439213042
3106,lee,marginal,0.5080954219849683
1387,commerzbank,engineering,0.5085442214235893
1443,commerzbank,truck,0.5086654740490264
1899,conventional,railway,0.5086996845094808
1414,commerzbank,montreal,0.5087148390118533
201,appliance,egg,0.5094327044210204
570,bearing,pcr,0.5096047665203275
2443,footwear,recover,0.5097564904994039
3703,railway,withheld,0.5103055905903342
1157,colo,commerzbank,0.5105227424516532
1435,commerzbank,space,0.5111442577164381
219,appliance,imperial,0.5112936086338804
1404,commerzbank,imperial,0.5114944047425456
897,carbide,purchasing,0.5118013226522399
223,appliance,listing,0.5120422264120719
2472,francaise,hardware,0.5126571211677883
964,carolina,marginal,0.5128363278891079
2589,ga,marginal,0.5129251867808465
630,buyback,ga,0.5134184773824341
3695,railway,substantially,0.5140120958550597
221,appliance,lee,0.5142600998645309
2088,egg,railway,0.514411912490455
1433,commerzbank,signal,0.5145501221603649
3118,lee,railway,0.5146091943303374
896,carbide,proprietary,0.514766814519116
1047,cash_flow,pcr,0.5154597720709541
1413,commerzbank,melbourne,0.5157537753458706
2411,footwear,ga,0.5158201400049576
1394,commerzbank,furnace,0.5159984064840626
1385,commerzbank,detroit,0.5165848036879825
