,Text,Label
0,case present study interested method way method type literature far begin single monograph subject method citation analysis determine core literature way example core literature scientific field index research monograph scientific subject minimal,cisi
1,description diagnostic criterion syndrome reaction organic state mental term best available classification,med
2,chronic described onset varied birth family case pathological finding giant_cell hepatitis possibility described giant_cell hepatitis picture several cause finding patient possible cause giant_cell hepatitis error metabolism,med
3,comparative librarianship deal comparative librarianship comparative method comparative librarianship student number way first chapter outline comparative librarianship theoretical basis methodology wider background comparative science scientific method chapter practical explain various step last chapter bibliographical guide main source librarianship world bibliography comparative librarianship student course project work various world collection reference number year,cisi
4,information_system chapter organizational problem author part separate set activity former planning development new information_system structure modification structure latter assessment operational system system component however design formulation goal objective system also evaluation evaluation applies design concept preliminary implementation purpose initial design well operating system stage system yield need system modification require assessment thus portion closely review respect application methodology increasingly designer dependence sound current literature research process well product,cisi
5,study inviscid_flow air high supersonic_speed study inviscid_flow air high supersonic_speed steady_flow airfoil high supersonic_speed assumption air found predict flow airfoil extremely high_mach number flow deflection angle close result applies determination surface pressure_distribution also determination whole flow_field airfoil observation aid method characteristic extensive calculation pressure_gradient shockwave curvature edge calculation pressure_distribution airfoil angle_attack approximation high_mach number also found yield pressure error less percent mach_number flow deflection angle method form thus engineering purpose effect imperfection air flow_field high_mach number reduction ratio_specific heat long ratio decrease include effect imperfection substantially accurate flow observation aid method characteristic form applicable local air temperature method employ average value ratio_specific heat particular flow_field method essentially accuracy flow flow approximate flow analysis extremely high_mach number ratio_specific heat approach close case found considerable error however method limit infinite freestream_mach number ratio reasonable accuracy,cran
6,standard mean change descriptive practice put operation library_congress user require reference librarian experience immediate demand explanation new user large public research library system require modification computer_program yet library_congress even standard association professional information industry organization,cisi
7,experimental_study vibration circular_cylindrical shell experimental_study vibration circular_cylindrical shell apparatus described permit circular_cylindrical shell quite easily measurement cylinder actual value representative number result system illustrate relationship pattern frequency cylinder well effect internal_pressure frequency finally comparison result theory appropriate shell theory,cran
8,thermal effect hemisphere thermal effect hemisphere approximate_method injection distribution exist hemisphere supersonic_stream distribution injection independent level model distribution supersonic laboratory wind_tunnel mach_number design technique reasonably accurate data nose theory injection agreement case reduction heattransfer_coefficient good value wall_temperature nose percent local stagnation_temperature largely independent injection rate phenomenon helium boundary_layer air injection cause slight reduction wall_temperature injection hemisphere nose considerably reduces surface additional reduction air injection theory largely,cran
9,pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement mach_number range incidence thick conical wing sharp_edge test form part investigation effect thickness aspect_ratio model unity case spanwise cross_section pressure_distribution overall lift_drag skin_friction base drag integration,cran
10,transformation transonic_flow transformation transonic_flow author study problem shape velocity axis velocity streamline increase sonic velocity axis nozzle first physical plane plane characteristic differential_equation line branch point region line region region also point condition exit nozzle author construct plane exit velocity finite regular r square velocity approximation velocity_distribution axis solution region nozzle region author solution region interest type solution author nozzle supersonic part,cran
11,metabolism lens iii effect previous communication vivo fraction rat lens hour animal r present study vitro uptake normal x rat lens sodium cent specific also paper activity individual well specific experiment also hour activity lens matter result experiment indicate markedly hour r radiation significant effect fraction effect heating,med
12,use simulation information_storage retrieval_system previous application simulation information_storage retrieval_system scope environment system large system user retrieval_system component form information system user response influence operation attempt satisfy user_need finite budget theory basis user behavior industrial dynamic model developed behavior university library component result analysis produce,cisi
13,library public public_library service way information nature public present people public_library member also never relative british subject therefore mass observation reading society young survey book comprehensive scope detailed analysis survey depth issue necessarily small part book,cisi
14,case publication paper recently subject autistic author present case description value brief contribution lie fact least year idea result type case,med
15,atresia anomaly anomaly specimen atresia pulmonary form case anomaly group atresia group flow blood response obstruction valve group ii factor latter group total common patent obstruction case,med
