,0
0,ab
1,ability
2,able
3,abroad
4,accept
5,acceptance
6,accepted
7,access
8,accord
9,account
10,accounting
11,achieve
12,acquires
13,acquisition
14,acre
15,act
16,action
17,active
18,activity
19,actual
20,addition
21,additional
22,adjustment
23,administration
24,advance
25,advanced
26,advantage
27,adviser
28,aerospace
29,affair
30,affect
31,affected
32,affiliate
33,africa
34,african
35,afternoon
36,ag
37,agency
38,aggregate
39,agree
40,agreement
41,agreement_principle
42,agrees
43,agricultural
44,agriculture
45,ahead
46,aid
47,aim
48,air
49,aircraft
50,airline
51,airline_inc
52,al
53,allegheny
54,allied
55,allocation
56,allowance
57,almost
58,already
59,also
60,alternative
61,aluminium
62,aluminum
63,amc
64,amendment
65,america
66,american
67,american_express
68,american_motor
69,amount
70,analyst
71,announce
72,announcement
73,annual
74,annual_meeting
75,annual_report
76,annually
77,anti
78,anything
79,api
80,apparel
81,apparent
82,apparently
83,appeal
84,application
85,approach
86,appropriate
87,approval
88,approximately
89,april
90,arab
91,area
92,arm
93,arrangement
94,asia
95,asian
96,ask
97,asset
98,assistance
99,associate
100,association
101,assurance
102,att
103,attack
104,attempt
105,attention
106,attractive
107,attributable
108,auction
109,auditor
110,august
111,australia
112,australian
113,authority
114,auto
115,automotive
116,available
117,average
118,avg
119,avg_shrs
120,avoid
121,aware
122,away
123,back
124,backlog
125,bad
126,bag
127,baird
128,baker
129,balance
130,balance_sheet
131,baldrige
132,bale
133,balladur
134,ban
135,bancorp
136,bank
137,bank_england
138,banker
139,banking
140,banking_source
141,bankruptcy
142,barrel
143,barrel_day
144,barrel_effective
145,barrier
146,base
147,base_rate
148,basic
149,basis
150,battle
151,bbl
152,become
153,beef
154,beet
155,begin
156,behalf
157,belgian
158,belgium
159,bell
160,beneficial
161,benefit
162,best
163,bhp
164,bid
165,bidder
166,bidding
167,big
168,bil
169,bilateral
170,bill
171,black
172,block
173,board
174,board_director
175,body
176,bond
177,bonn
178,bonus
179,bonus_issue
180,book
181,boost
