,Text,Label
0,case present study interested method way method type literature far begin single monograph subject method citation analysis reference_work determine core literature way example core literature scientific field journal_article science_citation index research monograph non scientific subject minimal,cisi
1,childhood_psychosis description diagnostic criterion put_forward schizophrenic syndrome childhood psychotic reaction childhood organic state psychosis mental psychosis sensory deprivation psychosis generic term psychosis best available classification,med
2,neonatal_hepatitis familial neonatal obstructive_jaundice sibling boy chronic obstructive_jaundice described onset jaundice varied birth family healthy case pathological finding neonatal_hepatitis giant_cell hepatitis possibility described giant_cell hepatitis morphological picture several cause finding patient possible cause giant_cell hepatitis error metabolism,med
3,handbook comparative librarianship first_part deal comparative librarianship comparative method teacher comparative librarianship student number way first chapter outline comparative librarianship theoretical basis methodology wider background comparative science scientific method chapter purely practical explain various step comparative_study last chapter teacher second_part mr bibliographical guide main source librarianship world draw bibliography comparative librarianship student course project work reply various library_association world mr collection reference number year,cisi
4,design_evaluation information_system design_evaluation chapter organizational problem author part design_evaluation separate set activity former planning development new information_system structure modification structure latter appraisal assessment operational system system component however design formulation goal objective system also provision evaluation accordance expectation evaluation applies design concept preliminary implementation purpose initial design well appraisal operating system appraisal stage system yield data_indicate need system modification require assessment thus portion design_evaluation closely review design_evaluation respect outcome application methodology increasingly designer dependence outcome sound current literature research process design_evaluation well product,cisi
5,study inviscid_flow air high supersonic_speed study inviscid_flow air high supersonic_speed steady_flow airfoil high supersonic_speed assumption air diatomic_gas found shockexpansion_method predict flow airfoil extremely high_mach number flow deflection angle close shock_detachment result applies determination surface pressure_distribution also determination whole flow_field airfoil verification observation aid method characteristic extensive calculation pressure_gradient shockwave curvature edge calculation pressure_distribution airfoil angle_attack approximation shockexpansion_method thin_airfoil high_mach number also found yield pressure error less percent mach_number flow deflection angle method relatively_simple form thus engineering purpose effect imperfection air manifest disturbed flow_field high_mach number particular_attention reduction ratio_specific heat long ratio decrease appreciably include effect imperfection substantially accurate flow observation aid shockexpansion_method method characteristic form applicable local air temperature method employ average value ratio_specific heat particular flow_field method essentially accuracy flow counterpart flow approximate flow analysis extremely high_mach number ratio_specific heat approach close case found shockexpansion_method considerable error however method limit infinite freestream_mach number ratio reasonable accuracy,cran
6,isbd standard controversial isbd mean radical change descriptive practice put operation library_congress user lc catalog_card require reference librarian experience immediate demand explanation new catalog_card user large public research library system require modification computer_program yet isbd international_standard bibliographic_description library_congress ala even standard association professional information industry organization,cisi
7,experimental_study vibration circular_cylindrical shell experimental_study vibration circular_cylindrical shell apparatus described permit mode_shape circular_cylindrical shell quite easily measurement cylinder actual value representative number result system illustrate relationship nodal pattern frequency cylinder well effect internal_pressure frequency finally comparison result theory appropriate shell theory,cran
8,thermal effect transpiration hemisphere thermal effect transpiration hemisphere approximate_method injection distribution exist isothermal hemisphere supersonic_stream distribution air_helium injection independent blowing level model distribution supersonic laboratory wind_tunnel mach_number design technique reasonably accurate data nose theory air_helium injection agreement case reduction heattransfer_coefficient good value wall_temperature nose helium_injection percent local stagnation_temperature largely independent injection rate phenomenon thermal_diffusion helium boundary_layer air injection cause slight reduction wall_temperature injection air_helium hemisphere nose considerably reduces heat_flux surface additional reduction heat_flux helium_injection air injection theory largely absent,cran
9,pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement supersonic_speed conical wing unit aspect_ratio pressure measurement mach_number range incidence simple_model thick conical wing sharp_edge test form part investigation effect thickness camber slender_wing aspect_ratio model unity case spanwise cross_section pressure_distribution overall lift_drag skin_friction base drag integration,cran
10,transformation transonic_flow transformation transonic_flow author study problem shape velocity axis velocity streamline increase steadily singularity sonic velocity axis nozzle first physical plane power_series plane characteristic differential_equation passing sonic_point line branch point region line region stream_function region also singularity sonic_point point condition exit nozzle author proposes construct plane exit velocity finite sum regular r square velocity approximation velocity_distribution axis solution convergent region sonic_point nozzle region author solution power_series convergent region interest type solution author nozzle infinitely_long supersonic part,cran
11,nucleic_acid metabolism lens iii effect previous communication vivo incorporation p32 albuminoid_rna fraction rat lens hour animal r present study vitro uptake p32 albuminoid soluble rna_fraction normal x rat lens rna_fraction sodium sulfate cent nacl specific rna_fraction also paper activity individual nucleotide well specific rna_fraction experiment also capsule hour activity nucleic_acid capsule rna_fraction lens matter result experiment indicate incorporation p32 albuminoid_rna markedly hour r whole_body radiation significant effect soluble fraction effect heating albuminoid_rna much_less albuminoid_rna control_animal,med
12,use simulation information_storage retrieval_system previous application simulation information_storage retrieval_system scope environment system operate paper_considers subsystem large system user retrieval_system component form information feedback system user response influence funding operation attempt satisfy user_need finite budget allocation theory basis user behavior industrial dynamic model developed simulate behavior university departmental library component result analysis produce,cisi
13,library complementary theme public public_library service way information nature public present reporting people public_library member also belong never relative british subject therefore mass observation reading society young publisher survey book london comprehensive scope detailed analysis survey depth issue necessarily small part book london,cisi
14,followup case publication paper recently subject autistic author present case description value brief contribution lie fact least year idea result type case,med
