,0
0,5th
1,a2
2,a4
3,a7
4,a86
5,a86_a86
6,aa
7,aaa
8,aaron
9,ab
10,abc
11,ability
12,able
13,abortion
14,absence
15,absolute
16,absolutely
17,abstract
18,absurd
19,abuse
20,ac
21,academic
22,acceleration
23,accelerator
24,accept
25,acceptable
26,acceptance
27,accepted
28,access
29,access_online
30,access_unix
31,accessdigexcom
32,accessdigexnet
33,accessory
34,accident
35,accomplish
36,account
37,accuracy
38,accurate
39,accusation
40,achieve
41,acid
42,acknowledge
43,acsubuffaloedu
44,act
45,action
46,active
47,actively
48,activity
49,actual
50,actually
51,ad
52,adam
53,adaptec
54,adapter
55,adaptor
56,addition
57,additional
58,address
59,adequate
60,adjust
61,adjustment
62,adl
63,administration
64,administrator
65,admit
66,admittedly
67,adult
68,advance
69,advanced
70,advantage
71,advertising
72,advice
73,advocate
74,aerospace
75,affair
76,affect
77,affected
78,afford
79,afraid
80,africa
81,afternoon
82,afterwards
83,age
84,agency
85,agenda
86,agent
87,ago
88,agree
89,agreement
90,ah
91,ahead
92,ahl
93,ai
94,ai_nt
95,aid
96,aim
97,air
98,air_force
99,aircraft
100,aka
101,al
102,ala
103,alan
104,alarm
105,alcohol
106,alex
107,alexander
108,algorithm
109,alias
110,alien
111,alike
112,alink_ksand
113,alive
114,allah
115,allen
116,allergy
117,allows
118,ally
119,almost
120,almost_certainly
121,alomar
122,alone
123,alot
124,alpha
125,already
126,also
127,also_available
128,altatheism
129,alternative
130,altogether
131,always
132,ama
133,amateur_radio
134,amendment
135,america
136,american
137,ames_ia
138,amiga
139,ammunition
140,amongst
141,amount
142,amp
143,amplifier
144,analog
145,analogy
146,analysis
147,ancient
148,anderson
149,andor
150,andrew
151,andrewcmuedu
152,andrewcmuedu_subject
153,andrewcmuedu_writes
154,andy
155,angel
156,anger
157,angle
158,angry
159,animal
160,animation
161,ankara
162,ann_arbor
163,announce
164,announcement
165,annual
166,anonymity
167,anonymous
168,anonymous_ftp
169,answer
170,answer_question
171,antenna
172,anthony
173,antibiotic
174,antigun
175,anybody
176,anybody_else
177,anymore
178,anyone
179,anyone_else
180,anyone_experience
181,anyone_interested
182,anyone_know
183,anyone_tell
184,anything
185,anything_else
186,anyway
187,anyways
188,anywhere
189,ap
190,apart
191,apartment
192,apollo
193,apology
194,apostle
195,app
196,apparent
197,apparently
198,appeal
199,appearance
200,apple
201,apple_computer
202,application
203,applies
204,appreciate
205,appressian_soviet
206,approach
207,appropriate
208,approval
209,approx
210,approximately
211,apps
212,apr
213,apr_gmt
214,april
215,ar
216,arab
217,arab_country
218,arbitrary
219,archie
220,architecture
221,archive
222,area
223,arena
224,argic_distribution
225,argue
226,argument
227,arise
228,arithmetic
229,arizona
230,arm
231,armenia
232,armenia_today
233,armenian
234,army
235,arrangement
236,array
237,arrest
238,arrogance
239,arrogant
240,art
241,arthur
242,article
243,articleid
244,artificial
245,artificial_intelligence
246,artist
247,as
248,ascii
249,aside
250,ask
251,ask_question
252,asks
253,aspect
254,assault
255,assembly
256,assert
257,assertion
258,asshole
259,assist
260,assistance
261,associate
262,association
263,assumes
264,assumption
265,asteroid
266,astronaut
267,astronomer
268,astronomy
269,atari
270,atf
271,atheism
272,atheist
273,athenamitedu
274,athosrutgersedu
275,ati
276,ati_ultra
277,atlanta
278,atmosphere
279,atmospheric
280,atom
281,atrocity
282,att
283,attack
284,attacker
285,attempt
286,attend
287,attendance
288,attention
289,attitude
290,attorney
291,attorney_general
292,attribute
293,au
294,audience
295,audio
296,august
297,austin
298,austin_line
299,austin_tx
300,austinibmcom
301,australia
302,australia_line
303,austria
304,author
305,authority
306,auto
307,automatic
308,automatically
309,automobile
310,av
311,availability
312,available
313,available_anonymous
314,available_ftp
315,ave
316,avenue
317,average
318,avoid
319,aw
320,award
321,aware
322,away
323,awesome
324,awful
325,ax
326,ax_ax
327,ax_max
328,axe
329,az
330,azerbaijan
331,azerbaijani
332,azeri
333,b6
334,b8
335,b8f
336,b8f_b8f
337,b_b
338,b_g
339,ba
340,baalke_kelvinjplnasagov
341,baby
342,back
343,back_door
344,background
345,backing
346,backup
347,bacteria
348,bad
349,badly
350,baerga
351,bag
352,baku
353,balance
354,balcony
355,ball
356,balloon
357,baltimore
358,ban
359,band
360,bandwidth
361,bank
362,baptism
363,bar
364,barely
365,barrier
366,barry
367,base
368,baseball
369,baseball_game
