,Row,Column,Value
30589,assist,velaacsoaklandedu,0.19470970456898035
30116,assist,gld_cunixbcccolumbiaedu,0.19491097350488795
14422,acsubuffaloedu,assist,0.20230666632970828
200524,jagr,univ,0.20281090955065312
30123,assist,golchowy_alchemychemutorontoca,0.21677708408411706
30405,assist,psuvmpsuedu,0.21961295591213081
200372,jagr,remember,0.21965887223764077
30198,assist,jhunixhcfjhuedu,0.22341470562701898
30110,assist,gerald_olchowy,0.22440909828474348
30270,assist,maynard_ramseycslaurentianca,0.22529532943357433
30315,assist,next_year,0.22563985133052628
29969,assist,ccuumanitobaca,0.2282509235209025
30055,assist,eosncsuedu,0.231051326988245
30006,assist,couple_year,0.23141548332178097
200457,jagr,stat,0.23239191740380974
200377,jagr,rm,0.23373222688175743
117378,det,jagr,0.23489902794636677
129068,edt,jagr,0.2357042620070412
200443,jagr,sport,0.23992966061896526
126762,economics,jagr,0.24016779805328933
200274,jagr,october,0.24054060976473768
30111,assist,get_ta,0.24077789635441704
200176,jagr,let,0.24079934916071832
127340,ed,jagr,0.24272076261533423
99717,contribute,jagr,0.2431969885240756
30192,assist,jagr,0.24359675094171498
30227,assist,last_year,0.24441269359584553
30232,assist,lelandstanfordedu,0.24523380121176494
30225,assist,last_night,0.24712518011810564
22584,andrewcmuedu,assist,0.2476214232180071
200459,jagr,statistical,0.2479329586432867
29907,assist,b9r,0.24798748992187414
30505,assist,spotcoloradoedu,0.24910324919599103
200150,jagr,june,0.2496230862659063
136452,expires,jagr,0.2505928773013475
200366,jagr,recover,0.25134163543095633
200149,jagr,july,0.2532134845071214
30428,assist,red_wing,0.25388899356538586
13967,acquire,jagr,0.25439962952164685
200563,jagr,year,0.2544216369617493
200420,jagr,september,0.25461949338000733
7190,6p,jagr,0.25471455361372003
30035,assist,distribution_na,0.25472168057143724
30010,assist,csuiucedu,0.25524183360829256
200238,jagr,mu,0.2554766978622165
200297,jagr,paid,0.25570264122962333
30239,assist,long_time,0.2558514355610487
154965,fuhr,jagr,0.2559845955586917
29924,assist,big_deal,0.2561474417334182
30226,assist,last_week,0.2561926738398271
30464,assist,san_francisco,0.25639136861371237
30282,assist,minute,0.25706065846902243
126183,east,jagr,0.2574794835648743
33090,attend,jagr,0.2576794886338058
30463,assist,san_diego,0.25790222772707727
129642,en,jagr,0.25843962626576766
30547,assist,ted_frank,0.2587242713966503
200534,jagr,wake,0.2588138016006221
30183,assist,inreplyto,0.25922530922170184
200307,jagr,period,0.2594655043410274
127917,edm,jagr,0.259701314179072
200501,jagr,tie,0.2604795199187428
30095,assist,fri_apr,0.26205094078786206
200439,jagr,sorry,0.26207417803418026
25815,april,jagr,0.2623586849844178
169343,gotten,jagr,0.2626625292227335
30240,assist,look_like,0.2628444533358865
30398,assist,pretty_good,0.2636651241138395
200200,jagr,manage,0.26397999930042565
95958,compare,jagr,0.26405625506768965
200169,jagr,lead,0.2655492685650995
200540,jagr,watch,0.26566389368083765
200237,jagr,mt,0.26569195111533894
55698,brave,jagr,0.26632514763854104
200292,jagr,overall,0.2669517381589196
30098,assist,fuhr,0.2673794812004003
30478,assist,selanne,0.2674902710989657
200234,jagr,move,0.2676479275047756
30265,assist,mark_singer,0.2677585010743423
11717,ab,jagr,0.26783961869489137
200498,jagr,thrown,0.26784872727662684
200460,jagr,stats,0.26784880544853923
30407,assist,pt_pt,0.2679048454884057
30173,assist,imho,0.26841670391057265
200253,jagr,next,0.2685007105397032
74640,career,jagr,0.2687017054031094
191262,im,jagr,0.26871750224325175
200535,jagr,walk,0.26876468411172505
200513,jagr,trade,0.26884279374836745
30104,assist,gary_l,0.2693449727928306
200389,jagr,route,0.26954048603927827
99093,contract,jagr,0.2696335337386939
200392,jagr,royal,0.27031443929408216
97215,complain,jagr,0.27046592654153484
100340,contribution,jagr,0.2705627301458977
95089,come_back,univ,0.2707143244752409
30310,assist,new_jersey,0.27110161257593524
29994,assist,come_back,0.2713566727812976
200369,jagr,ref,0.27154708861927057
6139,5u,assist,0.271717691910187
200341,jagr,prismgatechedu,0.2717738511309925
29926,assist,blue_jay,0.2718447634698597
200279,jagr,oiler,0.2718773830385659
200497,jagr,throw,0.2721869454516301
200284,jagr,opponent,0.2723872582672677
141465,final,jagr,0.2726411064427826
200429,jagr,sign,0.2726543749004969
285305,six,univ,0.2727073682104929
200342,jagr,production,0.2729665195910219
85112,chi,jagr,0.2732959062324372
246280,next_year,univ,0.273333649243889
188063,hung,jagr,0.27336828285077336
200182,jagr,lose,0.2735772230471644
30320,assist,night,0.2735883642626952
9165,7u,assist,0.27373584420782604
179133,hat,jagr,0.2740033576521155
214285,last_night,univ,0.2742536752196364
270614,pt_pt,univ,0.27460764077072497
30468,assist,saw,0.2746914484316224
142568,finish,jagr,0.2753598397332473
200339,jagr,prime,0.2754519292462061
200455,jagr,start,0.27583843171940464
30155,assist,hmmm,0.2759931111320106
30580,assist,uh,0.2760014947228033
200309,jagr,phd,0.27607125958904605
30311,assist,new_york,0.27634300920963384
200431,jagr,sj,0.2763624002686644
200362,jagr,rating,0.2763950236209442
30413,assist,qy,0.2764925690312984
144762,fish,jagr,0.2765679115025245
200359,jagr,ranger,0.27680537391928056
200326,jagr,played,0.27697133032223903
138132,feed,jagr,0.27725575013767473
123857,draft,jagr,0.2777013195951501
166833,goalie,jagr,0.2777159323098669
162130,get_ta,univ,0.2780599875297323
140912,fill,jagr,0.27809172152920913
30184,assist,institute_technology,0.27843425225814966
96587,compete,jagr,0.2784526446493488
200387,jagr,rotation,0.27845507429494454
200299,jagr,park,0.27878244468260754
200422,jagr,settle,0.2790785873162684
200214,jagr,mh,0.2792347877768034
215084,last_year,univ,0.2793326475120851
75963,catch,jagr,0.279408784806907
139803,field,jagr,0.27945319768666627
200557,jagr,writes,0.2795256104304699
193517,improve,jagr,0.2796677127558606
30142,assist,har,0.2798205891867454
200511,jagr,total,0.27987984103373215
200243,jagr,mz,0.2800602544381796
151105,four,univ,0.28015571205199785
180567,heard,jagr,0.2804897711178702
30623,assist,year,0.28050530326311746
30137,assist,habs,0.28059358258639516
30329,assist,ny_line,0.2807038542963546
30453,assist,rpiedu,0.28071626293645613
181043,hire,jagr,0.28078898868962626
200360,jagr,rank,0.28091978863440575
111383,decent,jagr,0.28103102646557776
105065,csuiucedu,univ,0.2810407725709048
30174,assist,imo,0.2812009412686358
30382,assist,pittedu,0.28125415342737736
195303,inner,jagr,0.28142136905452886
146245,five,univ,0.281442596862314
200432,jagr,skate,0.2814715006156529
27278,art,jagr,0.28161210570746575
200310,jagr,phi,0.28172093979526147
200350,jagr,que,0.281893430133083
248125,nine,univ,0.28195807070466516
30622,assist,yeah,0.28197894640402943
30346,assist,organization_georgia,0.28201541903596317
200448,jagr,stadium,0.2820883635072645
47340,bet,jagr,0.28209020042789534
229505,mark_singer,univ,0.2820903977309944
130607,end,univ,0.28210853679892184
28737,as,jagr,0.28213358186436155
200180,jagr,look_like,0.2821484548696627
293404,two,univ,0.2823217085701721
200267,jagr,november,0.2825980146371563
70647,canuck,jagr,0.28268813424220696
200496,jagr,threw,0.2828443949378211
23269,andrewcmuedu,univ,0.28301410637696417
220180,look_like,univ,0.2833228688818894
200456,jagr,starter,0.2834594197442779
29939,assist,british_columbia,0.283570249845301
200374,jagr,revenue,0.28364341577934254
200336,jagr,prediction,0.2838257248086817
30490,assist,six,0.2840825912713536
200469,jagr,strike,0.2841869969769101
200320,jagr,pitcher,0.28426640624033683
182937,hm,jagr,0.2843286747467851
114393,defense,jagr,0.2844893456628421
200370,jagr,regularly,0.2845446541279611
14715,acsubuffaloedu,jagr,0.28455976084858675
33812,average,jagr,0.28465826446645986
200155,jagr,kick,0.28471998085171574
200550,jagr,winfield,0.2847818578117004
30203,assist,john_hopkins,0.28479445224696476
200476,jagr,swing,0.28499458021809715
