,Row,Column,Value
36166,draw,uunetuunet,0.22960517962843965
36174,draw,vnetibmcom,0.25581170584815066
13337,buedu,draw,0.2861732279306908
27441,cscmuedu,draw,0.29340396439677213
36187,draw,xnewsreader,0.29650382978640993
36052,draw,po_box,0.29916952281657416
17459,columbia_university,draw,0.3038379038768542
36017,draw,news_group,0.3074118482861404
58738,mixed,uunetuunet,0.3141860984814329
36093,draw,research_center,0.3167375767024462
36186,draw,xmailer,0.3178368186987014
35974,draw,inreplyto,0.32508756628053215
36128,draw,something_else,0.3279045575525706
36005,draw,message_apr,0.33382025872433
4287,answer_question,draw,0.3353637116482658
36131,draw,sort_thing,0.3363986297858956
6884,ask_question,draw,0.3366805420113913
67732,psychology,source,0.3380213878857726
6516,archivename,draw,0.3389268424971843
35963,draw,gmt_article,0.339853250165164
36002,draw,may_gmt,0.3410381058564888
36165,draw,user_group,0.3427933428211101
5034,anything_else,draw,0.3461404433470572
36142,draw,subsequent,0.34758970978894266
57491,may_gmt,mixed,0.3493852940031474
65182,physic,source,0.3514812269982624
54166,isbn,uunetuunet,0.3543728161759596
36115,draw,sgi,0.35580628205619147
36018,draw,newsgroup,0.35590599824830127
58746,mixed,vnetibmcom,0.35645468056025015
36134,draw,specifically,0.35949578263615306
58759,mixed,xnewsreader,0.3600565836158427
36129,draw,somewhere,0.36125877272158696
36121,draw,similar,0.3618756376571714
57244,mathematical,source,0.36242179388123574
36127,draw,solve_problem,0.3632390155998346
36161,draw,unfortunately,0.36329342384791585
45749,flag,uunetuunet,0.3637941639017684
36125,draw,site,0.36643445449268686
24009,convenient,draw,0.36689198613178503
57589,may_gmt,scientific,0.36721596391541417
6983,ask_question,mixed,0.3694236687386949
35927,draw,excerpt,0.36994439273701907
35918,draw,enterprise,0.3699797333486206
36021,draw,normally,0.3714514637770269
36171,draw,vax,0.37202744538482513
19689,complicate,source,0.3725244339293283
36049,draw,physic,0.3725530593111748
31434,description,may_gmt,0.3731648407316063
28275,dedicate,source,0.3742226577231697
10732,behaviour,source,0.3746845588193907
50104,greatly,source,0.3748471204432325
36151,draw,technically,0.3751165975780523
35989,draw,language,0.3753749759041843
35935,draw,explains,0.376184268159075
36040,draw,particular,0.3764785615843036
53107,intelligent,source,0.37655831082007374
17039,col,uunetuunet,0.3766024957437995
4386,answer_question,mixed,0.3768209932808976
35941,draw,familiar,0.3769243854303463
36028,draw,odd,0.3770553202841188
36056,draw,powerful,0.3771169377706978
36042,draw,path,0.37716336383439975
26119,correspond,source,0.37718247007592637
62232,open,source,0.3776996711788611
73161,source,successfully,0.3785551918576403
36164,draw,useful,0.3790349680630981
11931,book,draw,0.3791025418831739
36119,draw,significance,0.37930061279150484
58699,mixed,solve_problem,0.37954848761711585
45557,flag,inreplyto,0.37972536125099404
36053,draw,portion,0.380531244818623
36113,draw,session,0.3809123200658255
19503,complicate,flag,0.3814473359136555
1482,ad,source,0.3815936223590032
51933,inreplyto,mixed,0.38300519145881806
19542,complicate,jon,0.3834897325314023
45757,flag,vnetibmcom,0.3838830872763731
71429,scientific,uunetuunet,0.3839653608962376
68857,reasonably,source,0.3849588499210667
36139,draw,strange,0.3850554754019498
36114,draw,several,0.38545709975185094
35994,draw,log,0.3856553374525688
54204,jon,may_gmt,0.38717239226839867
24865,convex,source,0.38724346083826094
58700,mixed,something_else,0.387265427169342
17060,col,xnewsreader,0.38749525929226863
36181,draw,widely,0.3881847296366964
73197,source,whenever,0.38824339146099485
35987,draw,july,0.3888831881940751
73180,source,upper,0.389465397777612
57430,mathematics,source,0.38973363568507474
54049,isbn,physic,0.38990971776041394
58040,message_apr,mixed,0.3902621141746243
36159,draw,typically,0.3903745711739785
58758,mixed,xmailer,0.3904577056449929
66120,powerful,source,0.3912838177117262
54002,isbn,may_gmt,0.39184651553770133
73193,source,vol,0.39192170155104106
58624,mixed,po_box,0.39211483048933293
36156,draw,tree,0.39220368654955684
31619,description,xnewsreader,0.3925383363042882
57114,mathematical,may_gmt,0.3926010343312795
54535,journal,source,0.39276314603315854
59410,monthly,source,0.39292654518421805
17121,collection,draw,0.3931954846062152
57278,mathematical,uunetuunet,0.3933476119906734
32600,develop,may_gmt,0.39354675732421146
45770,flag,xnewsreader,0.3936839719543014
71395,scientific,source,0.39443324373889704
36012,draw,monthly,0.3959199216199248
28089,dedicate,flag,0.39641232268729076
54174,isbn,vnetibmcom,0.39662157248002883
36178,draw,western,0.39668315190496306
36062,draw,previously,0.39670055676867305
36182,draw,within,0.39699189892286463
35854,dr,source,0.3971109165077192
36176,draw,volume,0.39716582297453457
54128,isbn,something_else,0.3973189809216629
12987,brief,draw,0.3980022240769003
39390,et,source,0.39810029719532913
36443,drawn,uunetuunet,0.3981591818005407
35977,draw,institute,0.3981728394651923
35924,draw,event,0.3984378221926682
31598,description,uunetuunet,0.39907519715384626
73655,submission,xnewsreader,0.40039952058103123
57564,may_gmt,recognition,0.400598101826883
5133,anything_else,mixed,0.40087428096147176
54132,isbn,source,0.4012338966546085
36033,draw,origin,0.401360726176649
34884,distribute,may_gmt,0.40146227871643647
36069,draw,psychology,0.4016437282794418
73184,source,uunetuunet,0.4017609978351173
36180,draw,wi,0.40185902574861077
16875,col,may_gmt,0.4022929790914711
36061,draw,presumably,0.40254218803386593
17558,columbia_university,mixed,0.40293363878842675
68749,readily,source,0.40315939229518666
6921,ask_question,flag,0.4033602932706244
73154,source,square,0.4036801565929139
35954,draw,foundation,0.4038941226703759
35980,draw,international,0.4040291031597312
36086,draw,related,0.4042817847194905
72619,simple,source,0.4043915301273838
13436,buedu,mixed,0.4045325791904626
53314,international,source,0.4045432803477795
73192,source,vnetibmcom,0.4046535505795414
36133,draw,specific,0.40475196267776586
40739,example,uunetuunet,0.40486682612388897
36104,draw,scale,0.40487235813406786
35911,draw,edward,0.40491901825234333
35985,draw,jon,0.4052731774340693
36108,draw,section,0.40561804831433845
64905,philosophical,source,0.4061912186751639
63904,particular,source,0.4066010676936878
59235,molecular,source,0.4067848576567594
49535,gmt_article,mixed,0.4070920631380516
14257,cambridge,source,0.4072493168414991
36081,draw,recognition,0.4073072221770402
36007,draw,microsoftcom,0.4073139300134186
64050,pascal,source,0.4073897639922254
35962,draw,global,0.40760697678863267
73634,submission,uunetuunet,0.40767215890639746
8569,association,source,0.4077270956770324
13412,buedu,isbn,0.40781382411633693
57530,may_gmt,philosophical,0.4078176061347964
7474,aspect,source,0.40788187498078365
8346,association,draw,0.4078947400785077
65319,plain,source,0.40840455812236176
35631,dr,draw,0.4085169491904048
19541,complicate,isbn,0.40858995794492087
73185,source,va,0.40859676830678154
54052,isbn,po_box,0.4086029484303631
56490,london,source,0.40863356584164623
47839,france,source,0.4086906533239595
36179,draw,whenever,0.40885903761327824
54934,karl,source,0.4089507026070807
73205,source,xnewsreader,0.40956490701026876
23691,contrast,draw,0.4095952049417044
36122,draw,simon,0.4100098027778803
48070,freely,source,0.4100223235296915
61789,obtain,uunetuunet,0.41017641814215183
15072,centre,draw,0.410176502876645
28579,define,source,0.41022044124703666
61755,obtain,source,0.410292890215065
24957,copyright,draw,0.41071925936879755
54127,isbn,solve_problem,0.4107545132868837
13560,buedu,source,0.41103215463342296
16324,circular,source,0.411033557998953
35951,draw,formerly,0.4114985821730166
54186,isbn,xmailer,0.4116154861658986
9432,automatically,draw,0.41163394777860574
58737,mixed,user_group,0.4119100366483939
45711,flag,something_else,0.41201105067153954
58525,microsoftcom,source,0.4120503226777623
73199,source,widely,0.41209702369721957
35957,draw,frequently,0.4120994677951832
36120,draw,silent,0.41233667093724435
69382,regard,source,0.41243520217168367
54100,isbn,rh,0.4124706663446346
