,Row,Column,Value
4145015,enormous,unexpected,0.9377050304780342
515152,allergic,intention,0.9377232821280013
8061816,ten,twelve,0.9377298978822133
3724009,distinctive,unusual,0.9378002916827427
5808117,infinite,marrow,0.9378013690242621
3436988,destructive,separation,0.9379058168884944
1388112,behavioral,respiratory,0.9379217826279808
7053583,organic,structural,0.9379225309024853
7209898,peripheral,strict,0.9379437716004373
6046403,involves,prevents,0.9379635072571124
3453999,deterioration,reactive,0.9380392731991389
4502664,extensively,significantly,0.9380513034408302
4527230,extremely,relatively,0.9380553909346862
7081488,outer,peripheral,0.9381623717834622
3173388,daily,weekly,0.9382063243946281
7695970,residual,synthetic,0.938213037508382
7671681,remarkable,unprecedented,0.9382537589746797
3435460,destructive,elastic,0.9382829609307082
6548972,mechanism,resin,0.9382972267813936
3436140,destructive,kinetic,0.9382994063838095
836437,apparent,outer,0.9383335576516617
1177166,autism,destructive,0.9383659745251604
1327882,basal,carrier,0.9384330777476928
7745887,ripple,worm,0.9385702380925631
514049,allergic,closely,0.9385994916587657
1417424,benign,sweep,0.9386659234114614
6852181,newborn,transitional,0.9387599001613427
2692307,considerable,significantly,0.9387689974401864
4327991,evident,rigid,0.9387859542144822
7894634,skeletal,unaware,0.9388045234174469
6549589,mechanism,unaware,0.9388206576316417
6814326,neglect,strict,0.9388989758479507
4501073,extensively,greatly,0.9391283127581838
4655155,fiber,plastic,0.9391323449173812
3262322,deficit,exceeds,0.9391695548498091
4105963,endeavor,sweep,0.9391834140370693
1457206,binding,neglect,0.9391855780140226
6031534,investigate,resemble,0.9392151204289021
4143178,enormous,extremely,0.9392609481867784
3783466,dominant,predominant,0.9392842599283551
4043198,eleven,fifteen,0.9392878583375374
4417997,expectation,traumatic,0.9393372634210073
1907067,carrier,significantly,0.9393449132307192
1388049,behavioral,reactive,0.9394478478703183
515274,allergic,layer,0.939479823808248
4417506,expectation,respiratory,0.9394829809225055
2426656,comparable,significant,0.9395177343886136
6854780,newly,unaware,0.9395943803966955
6008729,intrinsic,residual,0.9396210900945596
943071,arises,arose,0.939624957921495
4394958,exhaust,pulmonary,0.9396829513299232
7691334,resemble,unaware,0.9396833771449016
3959779,effectively,essentially,0.9397364327943354
1906461,carrier,newborn,0.9397490642333328
246456,adequately,sufficiently,0.9397718947819683
4327749,evident,productive,0.9397823664751689
6264791,lending,neglect,0.9398178982074165
47987,absence,presence,0.9398286576319862
2826637,convenience,neglect,0.93983502545936
5981630,intervention,suggestion,0.9398448032720826
4928238,frequent,rarely,0.9398575629256223
7875360,significantly,unusually,0.9399566786514049
6195907,laid,swept,0.9399592363846783
4523385,extreme,fusion,0.9399705070304436
835455,apparent,exceeds,0.9399777702865839
3437300,destructive,therapeutic,0.9400680208587837
4879183,fourteen,nineteen,0.9400909314615602
4685791,fifteen,twelve,0.9401176755612338
2804524,contrary,rigid,0.9401287496059644
6235194,layer,limitation,0.9401308690429314
4527586,extremely,strictly,0.9401849126705385
3810092,downward,focal,0.9402093261636255
3262345,deficit,expectation,0.9402221314253459
1229800,avoids,inhibitor,0.9403556731220146
6264672,lending,mechanism,0.94038337999863
2601183,conditioning,lending,0.940400365502535
6851583,newborn,relatively,0.940423450802197
1402801,bending,binding,0.9404382550126771
2690858,considerable,extensively,0.9405331497351954
3452859,deterioration,focal,0.9405577371461363
6725979,morphological,structural,0.9405929234222228
8099956,transport,transportation,0.9406738090171031
2804479,contrary,resemble,0.9407352098971633
4525947,extremely,highly,0.9407744458951071
6851969,newborn,strict,0.9409087592022201
6868924,nineteen,twelve,0.9412081715677469
3552312,differentiate,transitional,0.9413478056998263
834824,apparent,benign,0.9414114168778371
7126896,paradox,vortex,0.9414654332017208
6235484,layer,newer,0.9415810358964108
1388287,behavioral,skeletal,0.9418661598049549
6312377,likely,probably,0.9418792720891379
2803885,contrary,marrow,0.9419226082331336
7596976,reactive,respiratory,0.942020732077875
1906948,carrier,rigid,0.942032851539816
3469447,detrimental,noticeable,0.9420597210624369
245413,adequately,layer,0.942085031711366
1230815,avoids,simplest,0.9421221180359952
1228776,avoids,calf,0.9421364675465568
4080818,emphasizes,newer,0.9421483711761245
3604275,dioxide,nitrogen,0.9421610916782117
8121873,uniquely,unusually,0.942315310100812
1386648,behavioral,downward,0.9424970906114345
4327158,evident,limitation,0.9425460504784903
6042208,involve,involves,0.9427922472631117
513844,allergic,behavioral,0.9428868743578652
8115422,unaware,unrelated,0.9429192007778763
1387397,behavioral,layer,0.9429959241728006
1906903,carrier,resemble,0.943066227647851
4416303,expectation,focal,0.9432597567832677
4927071,frequent,frequently,0.9433965412642052
4402389,exist,exists,0.9436156453158865
513716,allergic,apparent,0.9437441159468872
4548405,fail,fails,0.943813652683489
7145681,partially,partly,0.9438822674805079
836960,apparent,skeletal,0.9439658419790338
4813539,focal,rigid,0.9441271931448867
836070,apparent,layer,0.944158952012122
6598795,metabolic,synthetic,0.9441919816366338
7698355,resistant,susceptible,0.9442601662511466
7089491,outward,peripheral,0.9442855800134093
2726210,constitute,simplest,0.9443107031238969
835448,apparent,evident,0.9444540048114003
4656271,fiber,wire,0.9445559468005373
7597511,reactive,traumatic,0.9446183974977586
7082098,outer,skeletal,0.9446281240383052
514380,allergic,destructive,0.9446299648341256
2170814,circle,swirl,0.9447099732155906
4527585,extremely,strict,0.9447959147695493
4417443,expectation,reactive,0.9448147788338073
1386909,behavioral,focal,0.9448653565073604
8114991,unable,unaware,0.9448767396514425
35432,able,unable,0.9449283754691745
2170483,circle,ripple,0.9449954577759994
2281909,closeness,proximity,0.945157446196172
3437396,destructive,turbulent,0.9452324804628467
6868837,nineteen,thirteen,0.945259985629523
837810,apparently,clearly,0.9453185522021433
7892317,sixteen,thirteen,0.945416464423712
4930309,frequently,regularly,0.9454676239250344
7992515,strictly,unusually,0.9455596720967026
6969308,obvious,unexpected,0.9462467215985642
4685704,fifteen,thirteen,0.9462500221116276
516146,allergic,rigid,0.9462895951428831
4341451,exactly,precisely,0.9463105666469414
7535247,purely,solely,0.9464512385860258
1456966,binding,lending,0.9466786559121974
837276,apparent,traumatic,0.9472155168415672
1345084,basically,practically,0.9472683271981116
3477386,developmental,structural,0.9472966319335528
5346165,hence,therefore,0.9474005885073267
7741869,rigid,strict,0.9475682173317934
6853054,newer,simplest,0.947630381953943
1416559,benign,outer,0.947937489743464
7996358,structural,systemic,0.9480478102844749
7671207,remarkable,significant,0.9481641303559158
6009437,introduce,introduces,0.9483101644827697
919567,architectural,structural,0.9484158038764298
4411748,expand,extend,0.9487071097054394
4045038,eleven,ten,0.9487966584909893
3986536,eighteen,eleven,0.9491954344719901
7741757,rigid,skeletal,0.9493457048037787
5605170,iii,iv,0.9493715028247738
4383202,exclusively,primarily,0.9495622442075666
528112,allows,prevents,0.9504749683946184
516725,allergic,unaware,0.9506387048732251
8136685,vii,viii,0.9510972994307736
7892404,sixteen,twelve,0.9511333970570116
4685389,fifteen,seventeen,0.9511403876465672
6814274,neglect,spite,0.9511501686467717
1388603,behavioral,traumatic,0.9515680151540021
836176,apparent,markedly,0.9519821543274234
6973732,occasionally,sometimes,0.9520561279813662
7875052,significantly,strictly,0.952306303355694
7875076,significantly,substantially,0.9525550994669318
513964,allergic,carrier,0.9542413330514616
5612077,illustrate,illustrates,0.9544455730966668
3251917,defence,defense,0.9545805279393109
5167293,greatly,significantly,0.9548847677501441
3988377,eighteen,thirteen,0.9552053883260192
7418219,prevent,prevents,0.9553278581579503
7845922,seventeen,sixteen,0.9557649098346663
7874329,significant,significantly,0.9559760986003326
4813405,focal,reactive,0.9560467279436424
4684087,fifteen,fourteen,0.9561758336248145
2690442,considerable,considerably,0.9571755205868163
2695219,considerably,significantly,0.9582968386626475
6868522,nineteen,seventeen,0.9583509862167251
3986760,eighteen,fourteen,0.9584478600756258
4879949,fourteen,sixteen,0.9587201615569338
526871,allows,enables,0.9595872602873987
839374,apparently,obviously,0.9602392883215006
514206,allergic,contrary,0.9614188801877329
3988464,eighteen,twelve,0.9618283660330105
3988062,eighteen,seventeen,0.965883874597744
537418,almost,nearly,0.9659703164982222
2693628,considerably,greatly,0.966069141191634
7362834,practically,virtually,0.9677636689718055
4143862,enormous,massive,0.9684085484344789
7654491,relate,relates,0.9721162393946547
