,Row,Column,Value
8,collision,csutexasedu,0.4405389565638939
15,csutexasedu,dick,0.45478930448717175
18,csutexasedu,highspeed,0.5317475200874752
14,collision,uucp_uunet,0.537733448949598
25,dick,uucp_uunet,0.5533035662941759
16,csutexasedu,henry_spencer,0.5561711706816398
11,collision,henry_zootorontoedu,0.5803145414088917
34,highspeed,uucp_uunet,0.5836480167676638
19,csutexasedu,u_toronto,0.5923657122015691
22,dick,henry_zootorontoedu,0.5963218818197116
13,collision,u_toronto,0.5970898863723224
0,buedu,collision,0.6087263557018541
2,buedu,dick,0.6148518971363507
20,csutexasedu,uucp_uunet,0.617972171144634
17,csutexasedu,henry_zootorontoedu,0.6195466184063523
24,dick,u_toronto,0.6293556078604243
33,highspeed,u_toronto,0.633856408548773
10,collision,henry_spencer,0.6364352617486141
30,henry_zootorontoedu,highspeed,0.639575981430301
5,buedu,highspeed,0.65151304463818
27,henry_spencer,highspeed,0.652781150137098
21,dick,henry_spencer,0.6618037717971776
23,dick,highspeed,0.6666326918422507
3,buedu,henry_spencer,0.6680577599050698
6,buedu,u_toronto,0.6746967811305814
12,collision,highspeed,0.6947378416926213
1,buedu,csutexasedu,0.6948215991202871
7,buedu,uucp_uunet,0.6981029214939563
4,buedu,henry_zootorontoedu,0.7088037040489954
29,henry_spencer,uucp_uunet,0.7410327590805278
31,henry_zootorontoedu,u_toronto,0.7728220223584449
26,henry_spencer,henry_zootorontoedu,0.7970793642980312
35,u_toronto,uucp_uunet,0.8021102957375148
28,henry_spencer,u_toronto,0.8050988868566846
32,henry_zootorontoedu,uucp_uunet,0.8249085682506168
9,collision,dick,0.8686534383243751
