,Row,Column,Value
36210,let_know,univ,0.24236822367221997
46973,royal,uxacsouiucedu,0.27486575562051135
49342,univ,uxacsouiucedu,0.2966748179964009
44987,please_tell,univ,0.2971089931063749
49074,thank,univ,0.29980092759551585
41225,nb,univ,0.30355671261437367
16283,csutexasedu,royal,0.3044675017956571
39444,mike,univ,0.3095442694084967
46992,royal,wpiwpiedu,0.30959444795922025
37805,mail_list,univ,0.3104432708415114
44889,please_post,univ,0.3109004505734561
43070,ontario_canada,univ,0.3123752238842013
38862,may_gmt,univ,0.3127647816194805
20337,distribution_na,univ,0.3149921704336839
47970,send,univ,0.3188755625545941
20820,distribution_world,univ,0.31923142272937066
41819,newssoftware_vaxvms,royal,0.3195363902945755
44790,please,univ,0.31970173452645767
24089,expires,univ,0.3199108693223739
48465,spiderman,univ,0.3212508544656656
45084,po_box,univ,0.32215444936327
16329,csutexasedu,univ,0.32474058763287766
47910,sean,univ,0.32616494317255684
40962,name,univ,0.3269291206883205
31212,iastateedu,univ,0.3269859361521652
12620,co,uxacsouiucedu,0.32701497471919444
36045,lelandstanfordedu,univ,0.3277959037432242
36699,line_nntppostinghost,univ,0.32797067695387366
17355,dallas,univ,0.32812373935829514
46170,replyto,univ,0.32869012296898525
37650,luck,univ,0.3288144992793191
37337,look,univ,0.33105090522226754
36188,let_know,spiderman,0.33129230007977106
12590,co,spiderman,0.332201501768455
41865,newssoftware_vaxvms,univ,0.33241965575553784
6669,british_columbia,univ,0.3341863500165633
49359,univ,world_nntppostinghost,0.33439015331488864
3987,august,univ,0.3355495431260765
7545,buedu,univ,0.3366636863399193
40287,mon_apr,univ,0.3373107642236647
42954,ontario,univ,0.3376923477396696
49179,thru,univ,0.33773679669932233
38714,matt,univ,0.33819087457175534
35375,l_l,univ,0.3392507052636621
36537,line_distribution,univ,0.33971274314589567
3684,athenamitedu,univ,0.3399240417805259
48750,summary,univ,0.3405841130262176
10959,cheer,univ,0.3406724049653162
48414,southern_california,univ,0.3408282941250469
12382,co,csutexasedu,0.34165830491431187
49362,univ,xnewsreader_tin,0.3432248987774337
48460,spiderman,thru,0.34393623026944087
48362,sorry,univ,0.34429867737500247
49361,univ,wpiwpiedu,0.3449933725795229
45180,prefer,univ,0.34548746949793857
28004,grey,univ,0.3458315848641088
48920,ta,univ,0.3467019797302909
48448,spiderman,subscription,0.3471567008871119
21913,ed,newssoftware_vaxvms,0.3472667297370149
38816,may_gmt,royal,0.3475937113929475
47112,rumor,univ,0.34879060278755936
49344,univ,version_pl6,0.34924495827406676
