,Row,Column,Value
3621,caterpillar,trustco,0.2871496284533882
3507,caterpillar,dramatically,0.29292867578095905
677,amr,bigelow,0.2971661225516327
1646,att,bigelow,0.3043393276971478
3607,caterpillar,significant,0.3120599785108832
6393,dramatically,gpu,0.31535981339515423
3522,caterpillar,fine,0.31594219083964353
9720,gpu,jumped,0.3162440156026159
3604,caterpillar,see,0.31721454545836936
1975,bigelow,combustion,0.3175146151250633
9804,gpu,zayre,0.31753633070523124
3537,caterpillar,gpu,0.3178738074523084
3491,caterpillar,compaq,0.31910722971151484
1971,bigelow,caterpillar,0.31996431585057106
3615,caterpillar,stretch,0.32350336808720126
9782,gpu,soft,0.32378130547630285
1981,bigelow,contribute,0.32417863276303377
9784,gpu,stanley,0.3245539281220788
3608,caterpillar,significantly,0.3248062071085336
3502,caterpillar,debartolo,0.32489660974762363
3544,caterpillar,iii,0.3250726532382628
9786,gpu,stretch,0.32631572910288703
4316,compaq,result,0.3268722701954566
9778,gpu,significant,0.3279577018034926
3531,caterpillar,galactic,0.3291721835325595
3514,caterpillar,equatorial,0.33194566520914814
3542,caterpillar,holden,0.33298949644812764
3566,caterpillar,momentum,0.33332173340948507
2487,broken,gpu,0.3340360188725471
5223,covenant,gpu,0.334454494618656
4262,compaq,holden,0.33504267816596633
3488,caterpillar,chi,0.336448563131693
4267,compaq,jack,0.3366109285714261
1983,bigelow,covenant,0.3370712491202919
3520,caterpillar,favorable,0.33957862450970866
9726,gpu,loral,0.339846722389814
687,amr,caterpillar,0.3399187214417607
9754,gpu,profitable,0.33993130542702976
3555,caterpillar,loral,0.3400363666720823
9792,gpu,trustco,0.3401654374726361
9794,gpu,unusual,0.34045184251190336
6518,earlier,gpu,0.3406123593025024
3549,caterpillar,jumped,0.3407893855212835
3516,caterpillar,exceed,0.34146738826700684
3567,caterpillar,mount,0.3417190198223315
3498,caterpillar,covenant,0.34187909684168
9612,gooderham,gpu,0.3427716110551009
3517,caterpillar,excellent,0.34422882475112926
3620,caterpillar,transition,0.34429752739827163
3574,caterpillar,opinion,0.3456052605374868
1992,bigelow,dramatically,0.3458622494181905
3539,caterpillar,heinz,0.3458679746187566
4241,compaq,film,0.34714449962418903
4273,compaq,language,0.34745877179638746
4323,compaq,second_quarter,0.3477177524786757
5753,debartolo,gpu,0.34780544070490566
3828,chi,gpu,0.34786545576045036
3583,caterpillar,profitable,0.3478778837592109
4952,contribute,gpu,0.3479584497613608
3630,caterpillar,word,0.34797733754107024
4353,compaq,zayre,0.3482448436682322
2436,broken,caterpillar,0.34828065416460324
9779,gpu,significantly,0.3484237863444209
8163,fine,gpu,0.34844473183383085
3587,caterpillar,rebound,0.34919218353741505
4249,compaq,fourth_quarter,0.35002659360677285
7713,eye,gpu,0.35024192931152903
3926,cinema,compaq,0.35025795393456133
4339,compaq,third_quarter,0.35026454821612835
9783,gpu,somewhat,0.3505308806232319
4244,compaq,first_quarter,0.35059913858227676
9793,gpu,unprofitable,0.3518075515069701
3629,caterpillar,wei,0.3520119014420484
2589,brunswick,caterpillar,0.3531929812005326
9770,gpu,rockwell,0.3533883507341658
5622,dean,gpu,0.35351604701621114
9791,gpu,transition,0.3537552898377345
3633,caterpillar,zayre,0.3539716719960068
9787,gpu,strong,0.35483244827604543
9738,gpu,mount,0.35496600931329625
2029,bigelow,iii,0.3551031633936016
9759,gpu,reilly,0.3555303881642959
3519,caterpillar,fairfax,0.3558149820293805
3493,caterpillar,consolidate,0.35593005735295863
2030,bigelow,improvement,0.35682190141235154
3596,caterpillar,result,0.3569332615610819
3565,caterpillar,minimal,0.3574273735200395
9801,gpu,word,0.35758384307644225
4218,compaq,covenant,0.35793877605274516
2068,bigelow,profitable,0.3581458831671595
3540,caterpillar,hiram,0.35839771361354433
4115,combustion,gpu,0.3589132611914714
2892,campeau,caterpillar,0.35951841041404736
3538,caterpillar,hartmarx,0.35985431281218516
3571,caterpillar,nwa,0.3605135633327721
9771,gpu,rogers,0.36052454943399476
9800,gpu,wei,0.36054278276517016
3613,caterpillar,stanley,0.36054760695041865
9318,generation,gpu,0.3610104012192007
4242,compaq,fine,0.361150280382567
2640,brunswick,gpu,0.3612393057763471
3601,caterpillar,ryan,0.3613252998626503
4243,compaq,first_half,0.3615743297045
3501,caterpillar,dean,0.361591048721303
9775,gpu,see,0.3623458110380484
3523,caterpillar,first_half,0.3624280470839688
2943,campeau,gpu,0.3627961888143311
2007,bigelow,fine,0.3629594416107004
9785,gpu,stiff,0.3631060586421523
1227,anticipates,gpu,0.36325588699679745
823,amr,unprofitable,0.3632624305947504
9802,gpu,yearend,0.3634664572431211
8597,flat,gpu,0.3635623433980555
9117,galactic,gpu,0.3650777861051251
3533,caterpillar,generation,0.3652547483472102
3592,caterpillar,replacement,0.3654427730933598
3526,caterpillar,flat,0.3656424351270246
1995,bigelow,earnings,0.36573178438284415
4268,compaq,jet,0.36584795424001854
2060,bigelow,outlook,0.36639887618681666
1656,att,caterpillar,0.36672508918713664
4264,compaq,iii,0.3672376241611638
2127,bradley,caterpillar,0.3674677297399392
3560,caterpillar,master,0.36809566191259435
3536,caterpillar,gooderham,0.3683524718403348
2017,bigelow,ge,0.36856301810967945
3509,caterpillar,earn,0.36871038269791756
3588,caterpillar,reilly,0.3691970315645397
3511,caterpillar,echlin,0.3693310845376784
2082,bigelow,return,0.3694539196396818
3524,caterpillar,first_quarter,0.3699967911419202
1976,bigelow,compaq,0.370167204783154
3490,caterpillar,combustion,0.37023660059273755
9711,gpu,hiram,0.3704604259964814
2092,bigelow,significant,0.37085730915130427
3534,caterpillar,glass,0.37093423016786975
9709,gpu,hartmarx,0.3714531338129039
3510,caterpillar,earnings,0.37165681283007473
9715,gpu,iii,0.3718548248980238
3623,caterpillar,unusual,0.3719561459004165
4351,compaq,yearend,0.372118212730633
2075,bigelow,remainder,0.3721847981141151
6642,earn,gpu,0.37257942463702587
3535,caterpillar,gm,0.37262516026164816
2076,bigelow,removal,0.37284254300475145
1988,bigelow,default,0.37346428817811345
2011,bigelow,flat,0.3736688952972089
9797,gpu,walker,0.37397038282448736
4322,compaq,second_half,0.37400985755424676
3550,caterpillar,kern,0.3740126217329682
2105,bigelow,transition,0.3741030070047509
1497,atco,caterpillar,0.37437997592452865
4312,compaq,replacement,0.3744025776760499
2031,bigelow,intelligent,0.3745734788463174
3556,caterpillar,lyon,0.3751295938692713
3191,capitol,caterpillar,0.37527065110337304
2106,bigelow,trustco,0.3755532817151634
9765,gpu,reporting,0.3757351482172592
9799,gpu,warehouse,0.3759828656990379
9731,gpu,master,0.3762034386060468
2005,bigelow,favorable,0.3762171984496445
3499,caterpillar,crosby,0.37653675862175123
2089,bigelow,see,0.376750564320672
2059,bigelow,opinion,0.37676789840448466
3600,caterpillar,rogers,0.37691854723783585
8703,flower,gpu,0.3770544022094775
3602,caterpillar,second_half,0.37740346201529823
3619,caterpillar,third_quarter,0.37787428814819246
3546,caterpillar,intelligent,0.3778761605960261
4260,compaq,hiram,0.3781136313976166
2001,bigelow,exceed,0.37812089309588437
4222,compaq,debartolo,0.37813151612094653
356,allen,caterpillar,0.3782517842876443
3545,caterpillar,improvement,0.3782748737331693
179,adversely,bigelow,0.37832086186916225
3572,caterpillar,olson,0.37861785033694706
3568,caterpillar,murray,0.37871879534497355
3548,caterpillar,jet,0.37873213524870253
4238,compaq,eye,0.37907657578258125
3628,caterpillar,warehouse,0.3794009051056594
3512,caterpillar,eliminate,0.3797693783635343
4254,compaq,glass,0.37977143690517134
3559,caterpillar,marshall,0.3803929077833997
9417,glass,gpu,0.38046706353152354
3609,caterpillar,smith,0.38110799452898964
4326,compaq,showboat,0.38153095314453545
9713,gpu,holden,0.3817302929038878
1994,bigelow,earn,0.38193853309847403
3593,caterpillar,report,0.3820887247342747
3532,caterpillar,ge,0.3823213644427991
2018,bigelow,generation,0.3823231879797054
4248,compaq,food,0.38248843283334993
3242,capitol,gpu,0.3824894462704385
3547,caterpillar,jack,0.3832687373601493
1997,bigelow,eliminate,0.38342887947266874
3627,caterpillar,wang,0.3834950594201072
2282,brkn,caterpillar,0.3836129757862059
4336,compaq,strong,0.383639732281735
3570,caterpillar,ncr,0.38364080408092904
4247,compaq,flower,0.3837038496094247
