,Row,Column,Value
1854659,berlin,vienna,0.9394068321008463
950358,apparent,dipped,0.939461944269198
6603606,henry,philip,0.9394858399320732
9238315,recover,regain,0.9394984357283349
3261418,comparable,significant,0.9395177343886136
7906522,massive,suburban,0.9395306041231866
117226,absorb,treat,0.9395547758351968
9814529,suburban,synthetic,0.9395563951442938
6511663,hardship,limitation,0.9396166126178945
9894453,think_march,think_price,0.9396714340818284
7112428,intention,limitation,0.9397116814014166
4141689,deadline,mechanism,0.9397269681875887
7487054,lanka,zealand,0.9397966577447027
111888,absence,presence,0.9398286576319862
8879296,plunge,tackle,0.9398434385193818
7151016,intervention,suggestion,0.9398448032720826
952487,apparent,tackle,0.9398975620062444
4980429,easily,fully,0.9399202507248912
3976023,crucial,significant,0.9399324621575439
9655285,significantly,unusually,0.9399566786514049
34946,3p,6p,0.9399837782507203
8857,1980s,1990s,0.9400265174968508
4862038,drastic,unexpected,0.9400665057806745
6756142,huge,obvious,0.9400885965889358
3019189,closely,strictly,0.9401359714839871
4268372,deficit,expectation,0.9402221314253459
8967394,presence,vegetable,0.9402917462334809
4471460,develop,develops,0.9403017712300812
7570509,lending,mechanism,0.94038337999863
9183645,rapidly,steadily,0.9404042599990572
8879145,plunge,stance,0.9404108086335032
6100957,ftc,ibc,0.9404269580408033
1335998,attempt,regain,0.9404398609442801
9032340,productive,profitable,0.9404979395458486
4185086,debt_march,treasury_april,0.9405165981521753
9271612,regain,revive,0.9405175337713029
1068153,arbitrage,arbitrager,0.9405436818401104
2544402,carrier,contrary,0.9405575464070098
2526979,carl,karl,0.940571445844588
9927485,transport,transportation,0.9406738090171031
5624027,extremely,highly,0.9407744458951071
7557819,legislative,regulatory,0.9408058942439459
6604040,henry,robert,0.9408867511789217
8683381,particular,specific,0.9409538766935162
4313709,deliver,rebuild,0.9410463497450574
5227109,enforce,impose,0.9410690485404266
8031282,michel,pierre,0.9411516547703332
3841782,counterpart,revive,0.9412209822294848
3528710,considerable,dramatically,0.9412763375772863
4165,1970s,1980s,0.9412968007222855
5537700,expectation,stance,0.9413336294336387
49764,5p,7p,0.9413696835500266
2967644,classify,restrict,0.9415172983991846
2105473,breach,violate,0.9416790393260283
5186414,emphasize,reinforce,0.9417551260543781
5635450,facilitate,relate,0.9418066244794834
8484183,often,sometimes,0.9418146337462637
1250250,assessment,evaluation,0.9418787923019339
7635957,likely,probably,0.9418792720891379
5537166,expectation,regain,0.9420254928224465
600295,albert,carl,0.9420449474147143
7058777,insist,regain,0.9421179388419196
9199443,reaction,response,0.9421614078029977
949853,apparent,bros,0.9423578360447793
9041136,program,project,0.9423645546494964
6667746,hog,regain,0.9424956580865006
6744983,howard,morgan,0.9425011716057308
41866,4p,9p,0.942763336983254
7176534,involve,involves,0.9427922472631117
6052414,franklin,harris,0.9429026195130785
5186398,emphasize,regain,0.9429517275427286
4316624,delivery,shipment,0.943237348107445
5885405,five,four,0.9432590293121083
4664589,dismiss,ignore,0.9435183718179893
114525,absorb,dismiss,0.943583137157233
5516739,exist,exists,0.9436156453158865
8367434,nine,six,0.9436349199641638
8579678,ottawa,toronto,0.9436662423349614
5649958,fail,fails,0.943813652683489
2105100,breach,sweep,0.9438191811679838
8676679,partially,partly,0.9438822674805079
8951938,prediction,pricing,0.9439040326701591
9976771,voluntarily,voluntary,0.943920659594498
8030420,michael,thomas,0.9439343915090623
662943,alleviate,hardship,0.9440061384315307
5496792,exclusively,solely,0.9441147242295094
8812504,philip,robert,0.9441343390612444
5986950,formal,informal,0.9442282803395716
41865,4p,7p,0.9442698817072843
5537273,expectation,restrictive,0.9443005073556833
9812797,substantial,sufficient,0.9443754416137633
6823409,ii,iii,0.9444431703587173
