,Row,Column,Value
3061006,carl,karl,0.940571445844588
19383,1p,3p,0.9405768395359426
124338,able,regain,0.9405921139577935
11994782,transport,transportation,0.9406738090171031
6808474,extremely,highly,0.9407744458951071
9145098,legislative,regulatory,0.9408058942439459
7989719,henry,robert,0.9408867511789217
10507403,particular,specific,0.9409538766935162
7423198,fundamentally,necessarily,0.9410326434066747
5220475,deliver,rebuild,0.9410463497450574
6324129,enforce,impose,0.9410690485404266
9717688,michel,pierre,0.9411516547703332
2324877,binding,delivery,0.94117559179074
4647275,counterpart,revive,0.9412209822294848
4271335,considerable,dramatically,0.9412763375772863
4685,1970s,1980s,0.9412968007222855
11233263,regulatory,structural,0.9413056776742521
6701465,expectation,stance,0.9413336294336387
62973,5p,7p,0.9413696835500266
7860317,harbor,harbour,0.9414544036425215
3588625,classify,restrict,0.9415172983991846
2553528,breach,violate,0.9416790393260283
6275026,emphasize,reinforce,0.9417551260543781
6822896,facilitate,relate,0.9418066244794834
10269263,often,sometimes,0.9418146337462637
4648225,counterpart,vegetable,0.9418493425976714
1526811,assessment,evaluation,0.9418787923019339
9236955,likely,probably,0.9418792720891379
1372306,argument,disagreement,0.9419659588661499
4324438,constitute,sustain,0.9419716536604306
1289405,arab,arabian,0.9419887231952124
6700898,expectation,regain,0.9420254928224465
3140350,catch,mood,0.94204073185502
739142,albert,carl,0.9420449474147143
8173469,huge,suburban,0.9420830002447008
8538137,insist,regain,0.9421179388419196
5582550,disappointment,frustration,0.9421314005232914
11128823,reaction,response,0.9421614078029977
1170806,apparent,bros,0.9423578360447793
10941745,program,project,0.9423645546494964
626225,agricultural,agriculture,0.9424519925265443
8065165,hog,regain,0.9424956580865006
8158218,howard,morgan,0.9425011716057308
3747305,coffee_gencorp,coffee_silver,0.9425403435264359
53217,4p,9p,0.942763336983254
8679527,involve,involves,0.9427922472631117
7328829,franklin,harris,0.9429026195130785
6275008,emphasize,regain,0.9429517275427286
5224595,delivery,shipment,0.943237348107445
7125530,five,four,0.9432590293121083
5656885,dismiss,ignore,0.9435183718179893
141278,absorb,dismiss,0.943583137157233
6676107,exist,exists,0.9436156453158865
10381571,ottawa,toronto,0.9436662423349614
6840077,fail,fails,0.943813652683489
2553135,breach,sweep,0.9438191811679838
10499394,partially,partly,0.9438822674805079
10832690,prediction,pricing,0.9439040326701591
12053055,voluntarily,voluntary,0.943920659594498
9716726,michael,thomas,0.9439343915090623
815143,alleviate,hardship,0.9440061384315307
6652316,exclusively,solely,0.9441147242295094
11841004,strict,suburban,0.9441341712678569
10663424,philip,robert,0.9441343390612444
7249594,formal,informal,0.9442282803395716
53216,4p,7p,0.9442698817072843
6701011,expectation,restrictive,0.9443005073556833
11649496,shortage,subsidy,0.944321114632373
11858565,substantial,sufficient,0.9443754416137633
1172061,apparent,gallon,0.9444504625803897
6164851,eight,eleven,0.9444908289632288
5884961,dramatically,markedly,0.9445051139552789
5567688,disagreement,discussion,0.9445367893894511
67733,6p,9p,0.9445724849495615
3080266,carrier,closely,0.9447735000437203
6810613,extremely,strict,0.9447959147695493
125330,able,unable,0.9449283754691745
1175531,apparently,clearly,0.9453185522021433
5580375,disappointed,pleased,0.9453533428106893
38717,2p,4p,0.9454741387592489
7879107,hardship,regain,0.9455350997764175
11954283,therefore,thus,0.945549540565068
11842041,strictly,unusually,0.9455596720967026
4273881,considerable,significant,0.9456988605801429
11924526,tax_february,treasury_april,0.9459017414870925
6591592,examine,investigate,0.9459054972235976
2192561,behalf,stance,0.9459280212028593
5918402,drink,eat,0.9459492428520825
5030652,dealing,dealt,0.9459727255556294
6602705,exceeds,regain,0.9460315587870636
11787030,stabilisation,stabilise,0.9462042446579522
10230477,obvious,unexpected,0.9462467215985642
817799,alleviate,vegetable,0.9462956781812379
9715546,michael,philip,0.9463292045181309
144049,absorb,stretch,0.94634906765023
7127674,five,seven,0.9464030523922522
11037936,purely,solely,0.9464512385860258
9432415,mainly,primarily,0.9464941678609955
7879480,hardship,shortage,0.9465148902208063
1174292,apparent,stance,0.946600481605526
2326167,binding,lending,0.9466786559121974
2569667,breakup,recession,0.9468588137789662
11354031,restrict,restriction,0.946956581243027
1091990,annualised,annualized,0.9470872015670638
5544168,dipped,mood,0.9471557681158386
10161711,normally,usually,0.9472036809250988
5165667,deficit,regain,0.9476256184282761
9244319,limitation,restrict,0.9482526540540106
5683875,disruption,sweep,0.9483026004004393
2319415,billion,trillion,0.9483205620723006
10172674,northwest,southwest,0.948509907204386
9244320,limitation,restriction,0.948567835546434
7127755,five,six,0.9485681171853276
3083089,carrier,relatively,0.948637543410422
6720689,expert,specialist,0.9486408050798378
6369909,enormous,tremendous,0.9486485227658835
1170695,apparent,behalf,0.9486810910428911
6685938,expand,extend,0.9487071097054394
6221914,eleven,ten,0.9487966584909893
6263779,emission,limitation,0.9488280091449759
125393,able,unwilling,0.9488756805275589
9358632,lower,upper,0.9489196406037717
814633,alleviate,emphasize,0.9492197991103756
11154298,rebuild,regain,0.9493293691414881
8253711,iii,iv,0.9493715028247738
5063512,debt_march,tax_february,0.9493799730646995
11154268,rebuild,recover,0.9493884260556271
11401318,richard,robert,0.9494845776554264
6651615,exclusively,primarily,0.9495622442075666
8458296,inflow,outflow,0.9495847789290953
5761436,dlr,dlrs,0.9496374334499306
12016880,unable,unwilling,0.9497323182186055
6167402,eight,six,0.9498265885457516
10168817,northeast,southeast,0.9498405258717268
11615293,seventh,sixth,0.9500037599270075
11868663,sugarcane,tackle,0.9501571815744674
7990744,henry,william,0.9505595488414328
7364437,friday,thursday,0.9506875917952531
1173844,apparent,restrictive,0.9506922394840105
3205180,ccc,ctc,0.9507176654406932
5886276,dramatically,significantly,0.9508754305892902
12025769,unidentified,unnamed,0.9508963861750874
11755233,speak,spoke,0.9511824474079562
6522244,eurobond,eurobonds,0.9514062374690261
8181949,hundred,thousand,0.9516570005275977
4804398,crucial,important,0.9518393988719397
1172821,apparent,markedly,0.9519821543274234
11286562,reorganization,restructuring,0.9522278974694869
10358534,organisation,organization,0.9524445609698952
2550137,breach,disruption,0.9524887363289704
6221472,eleven,seven,0.9525471346962241
11668199,significantly,substantially,0.9525550994669318
43619,3p,4p,0.9527815598133778
11840976,strict,strictly,0.9527955761264889
4274119,considerable,substantial,0.9528117929326241
4277968,considerably,substantially,0.9528388655892512
10509117,particularly,specifically,0.9529704463512864
9872653,monday,tuesday,0.953446673017302
4841721,ctc,ftc,0.9535212320986264
11738653,southeast,southwest,0.953722092649433
8309524,importance,significance,0.9541300077676065
6220455,eleven,nine,0.9543908088661663
5137968,defence,defense,0.9545805279393109
7703259,greatly,significantly,0.9548847677501441
11667319,significant,substantial,0.9550940110562558
19382,1p,2p,0.9553062046932146
10941741,program,programme,0.9556647639262671
8925707,keep,kept,0.9557074668232545
5681607,disruption,hardship,0.9559331739359714
11667074,significant,significantly,0.9559760986003326
5294123,dependence,dependency,0.9560762241070745
38715,2p,3p,0.9569929965747976
7851615,happen,happens,0.9571585050904481
4270919,considerable,considerably,0.9571755205868163
8441539,industrialise,industrialize,0.9572812469702723
8969136,kind,sort,0.9580231738959126
2023250,barely,hardly,0.9580623419657606
77297,7p,9p,0.958114504490621
3183948,cautious,wary,0.9582567391863122
4277725,considerably,significantly,0.9582968386626475
9061027,largely,primarily,0.9584394845250539
5677387,disrupt,disruption,0.9585002098141628
5862930,downward,downwards,0.9594912162522867
6166302,eight,nine,0.9605101866178999
10126314,nine,seven,0.961395858147103
53213,4p,5p,0.9614752236052415
67732,6p,7p,0.9616008270403736
6167321,eight,seven,0.9626351594100688
62971,5p,6p,0.9628182417944846
4271884,considerable,greatly,0.9629794436586904
53214,4p,6p,0.9650276695953527
469719,adviser,advisor,0.9650329173825747
10088451,nevertheless,nonetheless,0.9655480120971964
11613429,seven,six,0.9656861030703556
867238,almost,nearly,0.9659703164982222
4769521,criticise,criticize,0.9675654034228373
3612187,clearly,obviously,0.9682737514428101
6368049,enormous,massive,0.9684085484344789
8171867,huge,massive,0.9717214564762359
6367504,enormous,huge,0.9769458014360781
