,0
0,0degree
1,10degree
2,11inch
3,17ketosteroids
4,17ohcs
5,2nd
6,3rd
7,45degree
8,4th
9,5fluorouracil
10,5year
11,6mercaptopurine
12,99m
13,aacr
14,ab
15,abbreviate
16,abdominal
17,aberrant
18,aberration
19,ability
20,ablate
21,ablation
22,able
23,abnormal
24,abnormality
25,abolish
26,absence
27,absent
28,absolute
29,absorbed
30,absorption
31,abstract
32,ac
33,academic
34,accelerate
35,acceleration
36,accelerator
37,accept
38,acceptable
39,acceptance
40,accepted
41,access
42,accessibility
43,accessible
44,accommodate
45,accommodation
46,accompany
47,accomplish
48,accomplishment
49,accord
50,accordance
51,accordingly
52,account
53,accounting
54,accumulate
55,accumulation
56,accuracy
57,accurate
58,accurately
59,acetate
60,achieve
61,achievement
62,acid
63,acidosis
64,acoustic
65,acoustical
66,acquire
67,acquisition
68,across
69,acrystallin
70,act
71,acth
72,actinomycin
73,action
74,activation
75,active
76,actively
77,activity
78,actual
79,actually
80,acute
81,ad
82,adapt
83,adaptation
84,adaptive
85,add
86,addition
87,additional
88,address
89,adenocarcinoma
90,adenoma
91,adenovirus
92,adequacy
93,adequate
94,adequately
95,adiabatic
96,adipose
97,adjacent
98,adjunct
99,adjust
100,adjustment
101,adjuvant
102,administer
103,administration
104,administrative
105,administrator
106,admission
107,admit
108,adopt
109,adoption
110,adrenal
111,adrenalectomy
112,adult
113,advance
114,advanced
115,advancement
116,advantage
117,advantageous
118,advent
119,adverse
120,advice
121,advise
122,advisory
123,advocate
124,aerodynamic
125,aerodynamically
126,aerodynamics
127,aeroelastic
128,aerofoil
129,aeronautical
130,aeronautics
131,aerothermoelastic
132,affect
133,affected
134,affection
135,afford
136,affords
137,aforementioned
138,african
139,aft
140,afterbodies
141,afterbody
142,afterburning
143,agar
144,age
145,agency
146,agent
147,aggregate
148,aggregation
149,aggression
150,agnosia
151,ago
152,agree
153,agreement
154,agrees
155,ahead
156,ahf
157,aid
158,aileron
159,aim
160,aimtwx
161,air
162,aircraft
163,airflow
164,airfoil
165,airplane
166,airstream
167,al
168,ala
169,albumin
170,albuminoid
171,aldosterone
172,alert
173,algebra
174,algebraic
175,algorithm
176,alkaline
177,alleviate
178,allied
179,allocate
180,allocation
181,allow
182,allowable
183,allows
184,alloxan
185,alloy
186,almost
187,alone
188,along
189,alphabetic
190,alphabetical
191,already
192,also
193,alter
194,alteration
195,alternate
196,alternative
197,alters
198,although
199,altitude
200,aluminium
201,aluminum
202,aluminumalloy
203,alveolar
204,alveolus
205,always
206,ambient
207,ambiguity
208,amd
209,amenable
210,america
211,american
212,amino
213,ammonia
214,amnion
215,among
216,amount
217,amplify
218,amplitude
219,amputation
220,amyloid
221,amyloidosis
222,analog
223,analogous
224,analogue
225,analogy
226,analyse
227,analysis
228,analyst
229,analytic
230,analytical
231,analytically
232,analyze
233,analyzes
234,anatomic
235,ance
236,andor
237,androgen
238,androsterone
239,anemia
240,anemometer
241,anesthesia
242,aneurysm
243,angiocardiography
244,angle
245,angle_attack
246,angleofattack
247,angloamerican
248,angular
249,ani
250,animal
251,annual
252,annular
253,annulus
254,anodal
255,anomalous
256,anomaly
257,another
258,answer
259,answerproviding
260,anterior
261,anti
262,antibiotic
263,antibody
264,anticipate
265,antidiuresis
