,Row,Column,Value
123,attach,spokeswoman,0.4645440086047189
366,favour,spokeswoman,0.46905673346188465
578,spokeswoman,think,0.4698371630283861
582,spokeswoman,tx,0.47274636622240573
581,spokeswoman,transition,0.47996644233681107
388,ge,spokeswoman,0.48000822494276796
483,nonetheless,spokeswoman,0.4930003660311368
131,attach,tx,0.4980534666684814
572,sizeable,tx,0.49824837030524166
213,collect,spokeswoman,0.5047489631416323
294,disagreement,spokeswoman,0.5087958594722537
192,characterize,tx,0.5099421329273871
91,apart,spokeswoman,0.5112394095021348
575,spokeswoman,state,0.511855036458555
58,alloy,spokeswoman,0.5121079560876004
429,inclusion,spokeswoman,0.5140192539780175
577,spokeswoman,tandem,0.5161724862921878
599,strong,tx,0.516752632755299
491,nonetheless,tx,0.5202536995694605
612,think,tx,0.5206482200989748
162,baht,tx,0.5207626647844933
448,korea,spokeswoman,0.5213401805240225
319,eagle,spokeswoman,0.5222887800541581
351,electric,tx,0.5251108046290702
553,simultaneously,spokeswoman,0.5320804774226238
627,tx,vice,0.5332862533239093
624,transition,tx,0.535040548423617
445,korea,set_board,0.5351190897635472
499,packaging,spokeswoman,0.5376588816767134
268,death,spokeswoman,0.5390719902107067
154,baht,spokeswoman,0.5397112082114697
454,korea,think_price,0.5401066365032274
99,apart,tx,0.540163452344702
116,attach,nonetheless,0.5409567467561514
276,death,tx,0.5412657251237581
621,think_price,tx,0.541308027923276
580,spokeswoman,think_price,0.5427565467531452
437,inclusion,tx,0.5447274222956061
536,salvage,tx,0.5472004859019893
327,eagle,tx,0.5477526207851765
441,korea,nonetheless,0.5478986201459582
241,craft,spokeswoman,0.5480466473152302
549,set_board,tx,0.5482322489743433
302,disagreement,tx,0.5483425453350717
550,set_board,vice,0.5501220354605009
579,spokeswoman,think_march,0.5512513632074476
628,tx,willing,0.5531342301298655
374,favour,tx,0.5550268715731506
584,spokeswoman,willing,0.5552560808397773
541,set_board,spokeswoman,0.5555939793309385
561,simultaneously,tx,0.5582769738728561
514,parallel,spokeswoman,0.5604613130689785
576,spokeswoman,strong,0.5614598045503478
453,korea,think_march,0.5645622951249318
343,electric,spokeswoman,0.5646930287520723
528,salvage,spokeswoman,0.5657245526710494
507,packaging,tx,0.5669800367335244
543,set_board,strong,0.5671512849452678
409,inc_strong,spokeswoman,0.5701850866889144
588,state,think_march,0.5708452845770446
589,state,think_price,0.5712591000212108
617,think_march,tx,0.571321359104872
363,favour,set_board,0.5714990574995393
184,characterize,spokeswoman,0.573299233898699
487,nonetheless,think,0.5735051463734265
124,attach,state,0.5741017775276462
349,electric,think_price,0.5747383311630527
66,alloy,tx,0.5747722722799651
120,attach,set_board,0.5758042332744914
155,baht,state,0.5768699521595879
456,korea,tx,0.5779719737307174
221,collect,tx,0.5785399320031527
484,nonetheless,state,0.5790183098887464
32,agenda,tx,0.5796453995184347
587,state,think,0.581631786347067
583,spokeswoman,vice,0.5821321479880645
564,sizeable,spokeswoman,0.5834097011859442
400,inc_strong,korea,0.5839751381870231
474,korea_shareholder,tx,0.5851873824606937
348,electric,think_march,0.5860282579521137
24,agenda,spokeswoman,0.5860448799589794
249,craft,tx,0.5869770092064629
606,tandem,tx,0.5876222753034437
452,korea,think,0.5879111443852799
522,parallel,tx,0.5879541646544304
622,think_price,vice,0.5899043758019539
466,korea_shareholder,spokeswoman,0.5917119594672737
585,state,strong,0.5928007424593483
565,sizeable,state,0.5946912763550037
340,electric,set_board,0.5948648985255106
618,think_march,vice,0.5966483413784015
597,strong,think_price,0.5969998590110851
542,set_board,state,0.5983430745171465
504,packaging,think_march,0.5988338265436272
554,simultaneously,state,0.5998437295490292
447,korea,sizeable,0.6006691683204155
92,apart,state,0.6012670927622382
467,korea_shareholder,state,0.6013726022112104
489,nonetheless,think_price,0.6021695433333747
316,eagle,set_board,0.602343561565297
426,inclusion,set_board,0.6037852289347255
417,inc_strong,tx,0.6049722650865706
347,electric,think,0.6050358873865551
596,strong,think_march,0.6077346222432686
480,nonetheless,set_board,0.6079887507891688
496,packaging,set_board,0.6085740380843659
505,packaging,think_price,0.6103951259786128
492,nonetheless,vice,0.6107165217606974
336,electric,nonetheless,0.6110745229131457
488,nonetheless,think_march,0.6121342025924723
591,state,tx,0.6123217860610254
381,ge,nonetheless,0.612488116013215
185,characterize,state,0.6143603914538254
88,apart,set_board,0.6154921743307534
324,eagle,think_march,0.6159090409906972
312,eagle,nonetheless,0.6166214082914265
486,nonetheless,tandem,0.6169695484888298
396,ge,tx,0.618168068867065
410,inc_strong,state,0.6182387193531109
325,eagle,think_price,0.6197971425743155
590,state,transition,0.621624747124158
485,nonetheless,strong,0.62344217077999
163,baht,vice,0.623485344042652
177,characterize,nonetheless,0.6241073065581475
477,nonetheless,packaging,0.6243526165837331
568,sizeable,think,0.624791861343038
147,baht,nonetheless,0.6248701195712288
175,characterize,korea,0.6263520640641889
430,inclusion,state,0.626586697782371
548,set_board,transition,0.6277605645221735
385,ge,set_board,0.6290043618344411
140,baht,electric,0.6294900406348263
97,apart,think_price,0.6294945413233598
109,attach,electric,0.6311812261201749
145,baht,korea,0.6331404789726173
128,attach,think_march,0.6334304182842774
539,set_board,simultaneously,0.6335733547512401
295,disagreement,state,0.6337575574175915
544,set_board,tandem,0.633849634227405
468,korea_shareholder,strong,0.6359180180950924
403,inc_strong,packaging,0.6362772908542962
320,eagle,state,0.6372897448585124
449,korea,state,0.6373263998961447
529,salvage,state,0.6374218592226025
112,attach,inc_strong,0.6381944179697615
418,inc_strong,vice,0.638732557185679
500,packaging,state,0.6396445686147711
372,favour,think_price,0.640193695622478
459,korea_shareholder,nonetheless,0.6402309946848518
129,attach,think_price,0.6405443739369999
422,inclusion,nonetheless,0.6415038910503797
593,state,willing,0.6419527922310633
141,baht,favour,0.6421800601751786
592,state,vice,0.6422414472928764
59,alloy,state,0.6440323719475416
493,nonetheless,willing,0.6445690850620606
335,electric,korea_shareholder,0.6454629748341008
443,korea,parallel,0.6457052953445009
569,sizeable,think_march,0.6470799379063513
482,nonetheless,sizeable,0.6471357993776703
551,set_board,willing,0.6472340022140125
389,ge,state,0.6474910211405613
291,disagreement,set_board,0.6477406085770361
434,inclusion,think_march,0.648334094454254
342,electric,sizeable,0.6485829021870813
545,set_board,think,0.6486049412012764
114,attach,korea,0.6489583250916547
365,favour,sizeable,0.6491512059640691
371,favour,think_march,0.6497407233827381
82,apart,korea,0.6500850660539109
115,attach,korea_shareholder,0.6503978236209222
402,inc_strong,nonetheless,0.6505151876400601
573,sizeable,vice,0.6507662653324179
151,baht,set_board,0.6513679062994893
394,ge,think_price,0.6522718748444353
604,tandem,think_price,0.6526849480200271
332,electric,inc_strong,0.653100126100267
387,ge,sizeable,0.6533496183703312
367,favour,state,0.6534373838885681
586,state,tandem,0.6537958963760614
603,tandem,think_march,0.654258236956176
399,inc_strong,inclusion,0.6543119657107743
259,death,korea,0.6543622977806242
206,collect,nonetheless,0.6544050529150035
96,apart,think_march,0.6545712542472056
102,attach,baht,0.6556644849396853
55,alloy,set_board,0.6557178557365729
478,nonetheless,parallel,0.6562248518748733
457,korea,vice,0.6563302535085616
515,parallel,state,0.6570602503909917
144,baht,inclusion,0.6577007784469746
357,favour,korea,0.6578300434837475
334,electric,korea,0.6580875312682172
490,nonetheless,transition,0.6584033410904543
525,salvage,set_board,0.6589283958743213
51,alloy,nonetheless,0.6590610856149474
